"Date","Region","Merchant category","Amount CHF","Number of transactions"
"2021-02-06","Northwestern","Retail: Fuel stations",1588943.12,40912
"2021-02-06","Northwestern","Retail: Other goods",3777226.49,55930
"2021-02-06","Northwestern","Transport services",312893.05,8588
"2021-02-06","Ticino","Accommodation",113025.15,564
"2021-02-06","Ticino","Food and beverage services",92810.6,2293
"2021-02-06","Ticino","Other",323720.03,1668
"2021-02-06","Ticino","Retail: Food, beverage, tobacco",3366959,57837
"2021-02-06","Ticino","Retail: Fuel stations",534596.01,12225
"2021-02-06","Ticino","Retail: Other goods",751958.16,11011
"2021-02-06","Ticino","Transport services",153601.81,1257
"2021-02-06","Zurich","Accommodation",289460.04,1410
"2021-02-06","Zurich","Food and beverage services",734993.92,28886
"2021-02-06","Zurich","Other",1624874.79,14197
"2021-02-06","Zurich","Retail: Food, beverage, tobacco",21568257.37,457779
"2021-02-06","Zurich","Retail: Fuel stations",1743694.26,44421
"2021-02-06","Zurich","Retail: Other goods",5335060.95,79599
"2021-02-06","Zurich","Transport services",429700.77,13414
"2021-02-07","9999","Food and beverage services",868.6,109
"2021-02-07","9999","Retail: Food, beverage, tobacco",308.75,12
"2021-02-07","9999","Retail: Fuel stations",22799.27,814
"2021-02-07","9999","Retail: Other goods",2297.1,23
"2021-02-07","Central","Accommodation",1131879.55,2612
"2021-02-07","Central","Food and beverage services",149918.71,3694
"2021-02-07","Central","Other",86232.76,585
"2021-02-07","Central","Retail: Food, beverage, tobacco",454816.69,24373
"2021-02-07","Central","Retail: Fuel stations",955156.82,27596
"2021-02-07","Central","Retail: Other goods",93628.48,1379
"2021-02-07","Central","Transport services",208721.3,4467
"2021-02-07","Eastern","Accommodation",2984418.02,5127
"2021-02-07","Eastern","Food and beverage services",250867.68,6824
"2021-02-07","Eastern","Other",306675.36,1696
"2021-02-07","Eastern","Retail: Food, beverage, tobacco",898073.8,32964
"2021-02-07","Eastern","Retail: Fuel stations",1454081.96,40183
"2021-02-07","Eastern","Retail: Other goods",362952.34,3267
"2021-02-07","Eastern","Transport services",782477.68,6546
"2021-02-07","Espace Mittelland","Accommodation",1027217.62,2533
"2021-02-07","Espace Mittelland","Food and beverage services",282752.83,8407
"2021-02-07","Espace Mittelland","Other",78698.45,851
"2021-02-07","Espace Mittelland","Retail: Food, beverage, tobacco",1011890.64,66520
"2021-02-07","Espace Mittelland","Retail: Fuel stations",2028524.63,58493
"2021-02-07","Espace Mittelland","Retail: Other goods",153976.75,3087
"2021-02-07","Espace Mittelland","Transport services",399510.63,5170
"2021-02-07","Lake Geneva","Accommodation",1855006.6,4378
"2021-02-07","Lake Geneva","Food and beverage services",455730.59,13256
"2021-02-07","Lake Geneva","Other",242970.04,2170
"2021-02-07","Lake Geneva","Retail: Food, beverage, tobacco",1408753.37,50259
"2021-02-07","Lake Geneva","Retail: Fuel stations",1984527.98,56163
"2021-02-07","Lake Geneva","Retail: Other goods",497948.48,7122
"2021-02-07","Lake Geneva","Transport services",1139910.19,12362
"2021-02-07","Northwestern","Accommodation",64262.93,303
"2021-02-07","Northwestern","Food and beverage services",143237.53,4419
"2021-02-07","Northwestern","Other",88485.78,1179
"2021-02-07","Northwestern","Retail: Food, beverage, tobacco",602723.97,29981
"2021-02-07","Northwestern","Retail: Fuel stations",1189790.15,35919
"2021-02-07","Northwestern","Retail: Other goods",36712.41,1020
"2021-02-07","Northwestern","Transport services",47623.6,2918
"2021-02-07","Ticino","Accommodation",158088.41,398
"2021-02-07","Ticino","Food and beverage services",36319.43,864
"2021-02-07","Ticino","Other",21265.44,219
"2021-02-07","Ticino","Retail: Food, beverage, tobacco",43853.35,2295
"2021-02-07","Ticino","Retail: Fuel stations",339330.39,9220
"2021-02-07","Ticino","Retail: Other goods",4343.4,106
"2021-02-07","Ticino","Transport services",4883.4,168
"2021-02-07","Zurich","Accommodation",353167.63,871
"2021-02-07","Zurich","Food and beverage services",409431.14,15383
"2021-02-07","Zurich","Other",171730.24,2004
"2021-02-07","Zurich","Retail: Food, beverage, tobacco",1060570.4,58643
"2021-02-07","Zurich","Retail: Fuel stations",1348349.74,41689
"2021-02-07","Zurich","Retail: Other goods",187757.77,4550
"2021-02-07","Zurich","Transport services",49081.25,3879
"2021-02-08","9999","Food and beverage services",2098.2,226
"2021-02-08","9999","Retail: Food, beverage, tobacco",1777.15,56
"2021-02-08","9999","Retail: Fuel stations",21661.36,672
"2021-02-08","9999","Retail: Other goods",1380.8,15
"2021-02-08","Central","Accommodation",446453.92,2676
"2021-02-08","Central","Food and beverage services",149799.73,6290
"2021-02-08","Central","Other",629946.52,4580
"2021-02-08","Central","Retail: Food, beverage, tobacco",5345597.98000001,148638
"2021-02-08","Central","Retail: Fuel stations",1050385.67,29139
"2021-02-08","Central","Retail: Other goods",1843379.89,26506
"2021-02-08","Central","Transport services",590246.07,10876
"2021-02-08","Eastern","Accommodation",973256.460000001,3059
"2021-02-08","Eastern","Food and beverage services",354064.95,15463
"2021-02-08","Eastern","Other",927001.31,7177
"2021-02-08","Eastern","Retail: Food, beverage, tobacco",7757911.52999999,201483
"2021-02-08","Eastern","Retail: Fuel stations",1564827.14,41141
"2021-02-08","Eastern","Retail: Other goods",2557730.52,38562
"2021-02-08","Eastern","Transport services",1480541.89,16148
"2021-02-08","Espace Mittelland","Accommodation",410530.44,2307
"2021-02-08","Espace Mittelland","Food and beverage services",317629.86,18400
"2021-02-08","Espace Mittelland","Other",1106781.71,8862
"2021-02-08","Espace Mittelland","Retail: Food, beverage, tobacco",10193948.28,310869
"2021-02-08","Espace Mittelland","Retail: Fuel stations",2249008.91,61028
"2021-02-08","Espace Mittelland","Retail: Other goods",3380843.61,55452
"2021-02-08","Espace Mittelland","Transport services",1273764.95,16133
"2021-02-08","Lake Geneva","Accommodation",779500.86,2861
"2021-02-08","Lake Geneva","Food and beverage services",650996.36,32494
"2021-02-08","Lake Geneva","Other",2090570.48,12146
"2021-02-08","Lake Geneva","Retail: Food, beverage, tobacco",11107613.58,300982
"2021-02-08","Lake Geneva","Retail: Fuel stations",2267631.67,64482
"2021-02-08","Lake Geneva","Retail: Other goods",4180902.81,56759
"2021-02-08","Lake Geneva","Transport services",2494561.15,32590
"2021-02-08","Northwestern","Accommodation",50543.39,578
"2021-02-08","Northwestern","Food and beverage services",170421.09,9857
"2021-02-08","Northwestern","Other",837166.45,7305
"2021-02-08","Northwestern","Retail: Food, beverage, tobacco",6574402.35,190722
"2021-02-08","Northwestern","Retail: Fuel stations",1257680.33,35755
"2021-02-08","Northwestern","Retail: Other goods",2177785.54,35534
"2021-02-08","Northwestern","Transport services",566146.49,10662
"2021-02-08","Ticino","Accommodation",97478.97,571
"2021-02-08","Ticino","Food and beverage services",50781.77,2952
"2021-02-08","Ticino","Other",694174.52,1939
"2021-02-08","Ticino","Retail: Food, beverage, tobacco",1613390.44,41428
"2021-02-08","Ticino","Retail: Fuel stations",619010.1,14378
"2021-02-08","Ticino","Retail: Other goods",513797.09,7689
"2021-02-08","Ticino","Transport services",290972.15,2264
"2021-02-08","Zurich","Accommodation",152043.2,1020
"2021-02-08","Zurich","Food and beverage services",565859.76,37154
"2021-02-08","Zurich","Other",1513821.79,12845
"2021-02-08","Zurich","Retail: Food, beverage, tobacco",11100132.77,366063
"2021-02-08","Zurich","Retail: Fuel stations",1373733.2,39760
"2021-02-08","Zurich","Retail: Other goods",3408075.62,54089
"2021-02-08","Zurich","Transport services",792535.21,15074
"2021-02-09","9999","Food and beverage services",2677.25,250
"2021-02-09","9999","Retail: Food, beverage, tobacco",1917.8,67
"2021-02-09","9999","Retail: Fuel stations",22825.53,647
"2021-02-09","9999","Retail: Other goods",1930.55,18
"2021-02-09","Central","Accommodation",380146.55,1987
"2021-02-09","Central","Food and beverage services",168881.73,6633
"2021-02-09","Central","Other",824137.16,5760
"2021-02-09","Central","Retail: Food, beverage, tobacco",5598211.25,146201
"2021-02-09","Central","Retail: Fuel stations",1018921.1,28075
"2021-02-09","Central","Retail: Other goods",1793457.96,25038
"2021-02-09","Central","Transport services",384959.95,8884
"2021-02-09","Eastern","Accommodation",842274.66,3270
"2021-02-09","Eastern","Food and beverage services",384441.39,16881
"2021-02-09","Eastern","Other",1052601.71,7871
"2021-02-09","Eastern","Retail: Food, beverage, tobacco",7817819.05,198608
"2021-02-09","Eastern","Retail: Fuel stations",1552432.92,40985
"2021-02-09","Eastern","Retail: Other goods",2444237.81,36542
"2021-02-09","Eastern","Transport services",1043143.58,15043
"2021-02-09","Espace Mittelland","Accommodation",376113.52,2213
"2021-02-09","Espace Mittelland","Food and beverage services",354041.43,19263
"2021-02-09","Espace Mittelland","Other",1302485.62,10055
"2021-02-09","Espace Mittelland","Retail: Food, beverage, tobacco",10794939.42,313232
"2021-02-09","Espace Mittelland","Retail: Fuel stations",2221728.68,60482
"2021-02-09","Espace Mittelland","Retail: Other goods",3456478.64,53093
"2021-02-09","Espace Mittelland","Transport services",805518.41,13890
"2021-02-09","Lake Geneva","Accommodation",836525.3,2957
"2021-02-09","Lake Geneva","Food and beverage services",756225.409999999,34495
"2021-02-09","Lake Geneva","Other",2360743.05,13243
"2021-02-09","Lake Geneva","Retail: Food, beverage, tobacco",11607327.91,304510
"2021-02-09","Lake Geneva","Retail: Fuel stations",2265161.87,64025
"2021-02-09","Lake Geneva","Retail: Other goods",4243558.31,55053
"2021-02-09","Lake Geneva","Transport services",1629269.37,30843
"2021-02-09","Northwestern","Accommodation",61190.58,774
"2021-02-09","Northwestern","Food and beverage services",212042.22,11204
"2021-02-09","Northwestern","Other",1108744.86,9105
"2021-02-09","Northwestern","Retail: Food, beverage, tobacco",7088821.58,198784
"2021-02-09","Northwestern","Retail: Fuel stations",1294353.42,36773
"2021-02-09","Northwestern","Retail: Other goods",2277544.57,35340
"2021-02-09","Northwestern","Transport services",437998.02,10601
"2021-02-09","Ticino","Accommodation",99512.29,619
"2021-02-09","Ticino","Food and beverage services",59222.28,3228
"2021-02-09","Ticino","Other",731742.3,2240
"2021-02-09","Ticino","Retail: Food, beverage, tobacco",1727630.92,42564
"2021-02-09","Ticino","Retail: Fuel stations",614609.35,14183
"2021-02-09","Ticino","Retail: Other goods",514171.45,7531
"2021-02-09","Ticino","Transport services",277903.83,2187
"2021-02-09","Zurich","Accommodation",186266.72,1196
"2021-02-09","Zurich","Food and beverage services",656169.79,39446
"2021-02-09","Zurich","Other",1926446.87,14626
"2021-02-09","Zurich","Retail: Food, beverage, tobacco",11081340.81,357394
"2021-02-09","Zurich","Retail: Fuel stations",1364969.3,39742
"2021-02-09","Zurich","Retail: Other goods",3470639.53,50926
"2021-02-09","Zurich","Transport services",576811.62,13926
"2021-02-10","9999","Food and beverage services",2361.9,249
"2021-02-10","9999","Retail: Food, beverage, tobacco",2420.7,89
"2021-02-10","9999","Retail: Fuel stations",21535.34,637
"2021-02-10","9999","Retail: Other goods",942.4,10
"2021-02-10","Central","Accommodation",474954.4,2001
"2021-02-10","Central","Food and beverage services",179389.36,6711
"2021-02-10","Central","Other",849893.18,5814
"2021-02-10","Central","Retail: Food, beverage, tobacco",5759284.36000001,147827
"2021-02-10","Central","Retail: Fuel stations",1035307.97,28423
"2021-02-10","Central","Retail: Other goods",1901836.91,26918
"2021-02-10","Central","Transport services",351793.19,8339
"2021-02-10","Eastern","Accommodation",986507.21,2683
"2021-02-10","Eastern","Food and beverage services",274419.65,12077
"2021-02-10","Eastern","Other",981896.48,7600
"2021-02-10","Eastern","Retail: Food, beverage, tobacco",8156060.71,201907
"2021-02-10","Eastern","Retail: Fuel stations",1567886.19,40475
"2021-02-10","Eastern","Retail: Other goods",2689327.7,38921
"2021-02-10","Eastern","Transport services",585115.54,9715
"2021-02-10","Espace Mittelland","Accommodation",395346.55,2165
"2021-02-10","Espace Mittelland","Food and beverage services",376576.58,19326
"2021-02-10","Espace Mittelland","Other",1308092.2,10064
"2021-02-10","Espace Mittelland","Retail: Food, beverage, tobacco",11159676.62,315273
"2021-02-10","Espace Mittelland","Retail: Fuel stations",2276602.73,61418
"2021-02-10","Espace Mittelland","Retail: Other goods",3911681.91,58513
"2021-02-10","Espace Mittelland","Transport services",652126.39,13185
"2021-02-10","Lake Geneva","Accommodation",842354.34,2844
"2021-02-10","Lake Geneva","Food and beverage services",757193.14,33101
"2021-02-10","Lake Geneva","Other",2981729.28,13718
"2021-02-10","Lake Geneva","Retail: Food, beverage, tobacco",12146541.71,307697
"2021-02-10","Lake Geneva","Retail: Fuel stations",2265752.27,63237
"2021-02-10","Lake Geneva","Retail: Other goods",5533511.17,68058
"2021-02-10","Lake Geneva","Transport services",1459508.19,29027
"2021-02-10","Northwestern","Accommodation",67413.77,789
"2021-02-10","Northwestern","Food and beverage services",233073.51,11749
"2021-02-10","Northwestern","Other",1092295.06,8803
"2021-02-10","Northwestern","Retail: Food, beverage, tobacco",6865574.83,191460
"2021-02-10","Northwestern","Retail: Fuel stations",1318039.92,36876
"2021-02-10","Northwestern","Retail: Other goods",2363866.54,35013
"2021-02-10","Northwestern","Transport services",378558.79,11501
"2021-02-10","Ticino","Accommodation",106122.42,613
"2021-02-10","Ticino","Food and beverage services",64990.66,3181
"2021-02-10","Ticino","Other",862961.51,2343
"2021-02-10","Ticino","Retail: Food, beverage, tobacco",1757939.35,42710
"2021-02-10","Ticino","Retail: Fuel stations",588565.71,14022
"2021-02-10","Ticino","Retail: Other goods",602912.39,8655
"2021-02-10","Ticino","Transport services",203470.49,2053
"2021-02-10","Zurich","Accommodation",177051.21,1192
"2021-02-10","Zurich","Food and beverage services",680894.33,39571
"2021-02-10","Zurich","Other",1907827.62,14322
"2021-02-10","Zurich","Retail: Food, beverage, tobacco",11279400.07,356346
"2021-02-10","Zurich","Retail: Fuel stations",1401991.6,39751
"2021-02-10","Zurich","Retail: Other goods",3707048.69,53591
"2021-02-10","Zurich","Transport services",558417.9,14310
"2021-02-11","9999","Food and beverage services",2640.35,277
"2021-02-11","9999","Retail: Food, beverage, tobacco",2279.85,82
"2021-02-11","9999","Retail: Fuel stations",23819.98,693
"2021-02-11","9999","Retail: Other goods",1948,18
"2021-02-11","Central","Accommodation",602769.78,2676
"2021-02-11","Central","Food and beverage services",201245.71,7108
"2021-02-11","Central","Other",766922.84,5307
"2021-02-11","Central","Retail: Food, beverage, tobacco",5874603.31,146757
"2021-02-11","Central","Retail: Fuel stations",1094900.42,29885
"2021-02-11","Central","Retail: Other goods",1941292.69,25033
"2021-02-11","Central","Transport services",410203.98,9620
"2021-02-11","Eastern","Accommodation",1318832.94,3941
"2021-02-11","Eastern","Food and beverage services",399813.21,16814
"2021-02-11","Eastern","Other",972724.45,7650
"2021-02-11","Eastern","Retail: Food, beverage, tobacco",8328256.65,201265
"2021-02-11","Eastern","Retail: Fuel stations",1670331.36,43581
"2021-02-11","Eastern","Retail: Other goods",2583878.57,36961
"2021-02-11","Eastern","Transport services",993359.55,15574
"2021-02-11","Espace Mittelland","Accommodation",570420.14,2948
"2021-02-11","Espace Mittelland","Food and beverage services",430044.98,21534
"2021-02-11","Espace Mittelland","Other",1363192.25,10218
"2021-02-11","Espace Mittelland","Retail: Food, beverage, tobacco",12049096.28,324524
"2021-02-11","Espace Mittelland","Retail: Fuel stations",2395629.09,64010
"2021-02-11","Espace Mittelland","Retail: Other goods",3696047.36,55861
"2021-02-11","Espace Mittelland","Transport services",758867.72,15576
"2021-02-11","Lake Geneva","Accommodation",997772.24,3659
"2021-02-11","Lake Geneva","Food and beverage services",882904.6,38163
"2021-02-11","Lake Geneva","Other",2433274.46,13868
"2021-02-11","Lake Geneva","Retail: Food, beverage, tobacco",12223567.98,310932
"2021-02-11","Lake Geneva","Retail: Fuel stations",2404386.91,66248
"2021-02-11","Lake Geneva","Retail: Other goods",4674753.65,57135
"2021-02-11","Lake Geneva","Transport services",1651766.02,33984
"2021-02-11","Northwestern","Accommodation",87069.56,884
"2021-02-11","Northwestern","Food and beverage services",255890.97,12332
"2021-02-11","Northwestern","Other",1115654.15,9357
"2021-02-11","Northwestern","Retail: Food, beverage, tobacco",7653869.6,202039
"2021-02-11","Northwestern","Retail: Fuel stations",1436121.35,39966
"2021-02-11","Northwestern","Retail: Other goods",2428834.98,36019
"2021-02-11","Northwestern","Transport services",380296.83,11378
"2021-02-11","Ticino","Accommodation",132907.42,711
"2021-02-11","Ticino","Food and beverage services",76975.13,3721
"2021-02-11","Ticino","Other",729433.22,2523
"2021-02-11","Ticino","Retail: Food, beverage, tobacco",1910189.07,46281
"2021-02-11","Ticino","Retail: Fuel stations",655052.64,15614
"2021-02-11","Ticino","Retail: Other goods",596583.16,8089
"2021-02-11","Ticino","Transport services",177005.9,2407
"2021-02-11","Zurich","Accommodation",209819.49,1212
"2021-02-11","Zurich","Food and beverage services",731039.310000001,41606
"2021-02-11","Zurich","Other",1978466.96,15079
"2021-02-11","Zurich","Retail: Food, beverage, tobacco",11874084.58,363558
"2021-02-11","Zurich","Retail: Fuel stations",1535126.39,43253
"2021-02-11","Zurich","Retail: Other goods",3644464.54,52347
"2021-02-11","Zurich","Transport services",492722.75,13981
"2021-02-12","9999","Food and beverage services",2543.1,272
"2021-02-12","9999","Retail: Food, beverage, tobacco",2716.3,85
"2021-02-12","9999","Retail: Fuel stations",29067.04,817
"2021-02-12","9999","Retail: Other goods",2648.95,17
"2021-02-12","Central","Accommodation",834957.58,3425
"2021-02-12","Central","Food and beverage services",287157.62,8783
"2021-02-12","Central","Other",965457.8,6548
"2021-02-12","Central","Retail: Food, beverage, tobacco",9446796.5,189724
"2021-02-12","Central","Retail: Fuel stations",1298004.35,33456
"2021-02-12","Central","Retail: Other goods",2401312.14,32917
"2021-02-12","Central","Transport services",461189.99,11687
"2021-02-12","Eastern","Accommodation",2471527.86,6000
"2021-02-12","Eastern","Food and beverage services",587105.85,21343
"2021-02-12","Eastern","Other",1354358.17,9400
"2021-02-12","Eastern","Retail: Food, beverage, tobacco",13020831.2,258647
"2021-02-12","Eastern","Retail: Fuel stations",2080234.71,51914
"2021-02-12","Eastern","Retail: Other goods",3615534.57,48507
"2021-02-12","Eastern","Transport services",1212925.74,19751
"2021-02-12","Espace Mittelland","Accommodation",838518.3,3329
"2021-02-12","Espace Mittelland","Food and beverage services",574150.22,23314
"2021-02-12","Espace Mittelland","Other",1590336.03,11822
"2021-02-12","Espace Mittelland","Retail: Food, beverage, tobacco",18359265.74,405260
"2021-02-12","Espace Mittelland","Retail: Fuel stations",2824048.64,72105
"2021-02-12","Espace Mittelland","Retail: Other goods",4671202.8,69356
"2021-02-12","Espace Mittelland","Transport services",743995.39,16273
"2021-02-12","Lake Geneva","Accommodation",1652183.85,4678
"2021-02-12","Lake Geneva","Food and beverage services",1066755.1,39096
"2021-02-12","Lake Geneva","Other",2585807.85,14771
"2021-02-12","Lake Geneva","Retail: Food, beverage, tobacco",17610096.76,373409
"2021-02-12","Lake Geneva","Retail: Fuel stations",2850254.26,74207
"2021-02-12","Lake Geneva","Retail: Other goods",5465604.34,67115
"2021-02-12","Lake Geneva","Transport services",1443355.41,32985
"2021-02-12","Northwestern","Accommodation",123053.49,993
"2021-02-12","Northwestern","Food and beverage services",341746.57,13571
"2021-02-12","Northwestern","Other",1303997.27,10573
"2021-02-12","Northwestern","Retail: Food, beverage, tobacco",11319149.88,247932
"2021-02-12","Northwestern","Retail: Fuel stations",1669599.89,44231
"2021-02-12","Northwestern","Retail: Other goods",3101173.7,44888
"2021-02-12","Northwestern","Transport services",382042.63,11727
"2021-02-12","Ticino","Accommodation",209980.66,923
"2021-02-12","Ticino","Food and beverage services",100482.04,3805
"2021-02-12","Ticino","Other",800250.08,2793
"2021-02-12","Ticino","Retail: Food, beverage, tobacco",2559826.04,53145
"2021-02-12","Ticino","Retail: Fuel stations",776819.1,17266
"2021-02-12","Ticino","Retail: Other goods",682466.24,9334
"2021-02-12","Ticino","Transport services",163290.15,2013
"2021-02-12","Zurich","Accommodation",339722.03,1542
"2021-02-12","Zurich","Food and beverage services",909200.4,44165
"2021-02-12","Zurich","Other",2390684.11,18363
"2021-02-12","Zurich","Retail: Food, beverage, tobacco",17226418.11,432434
"2021-02-12","Zurich","Retail: Fuel stations",1836550.51,48896
"2021-02-12","Zurich","Retail: Other goods",4770210.32,66226
"2021-02-12","Zurich","Transport services",503750.43,16306
"2021-02-13","9999","Food and beverage services",1284.05,131
"2021-02-13","9999","Retail: Food, beverage, tobacco",3205.4,84
"2021-02-13","9999","Retail: Fuel stations",29334.38,735
"2021-02-13","9999","Retail: Other goods",3932.7,28
"2021-02-13","Central","Accommodation",1072805.66,4909
"2021-02-13","Central","Food and beverage services",270592.38,6934
"2021-02-13","Central","Other",680383.82,4735
"2021-02-13","Central","Retail: Food, beverage, tobacco",10400177.26,200282
"2021-02-13","Central","Retail: Fuel stations",1266693.48,30768
"2021-02-13","Central","Retail: Other goods",2784318.08,40857
"2021-02-13","Central","Transport services",657909.41,14517
"2021-02-13","Eastern","Accommodation",3318172.44,8209
"2021-02-13","Eastern","Food and beverage services",752960.6,22791
"2021-02-13","Eastern","Other",1041958.05,7563
"2021-02-13","Eastern","Retail: Food, beverage, tobacco",15769616.39,287291
"2021-02-13","Eastern","Retail: Fuel stations",2110646.29,49869
"2021-02-13","Eastern","Retail: Other goods",4630128.58,64562
"2021-02-13","Eastern","Transport services",2097622.96,26456
"2021-02-13","Espace Mittelland","Accommodation",1193763.51,5089
"2021-02-13","Espace Mittelland","Food and beverage services",601400.17,17457
"2021-02-13","Espace Mittelland","Other",989737.82,7065
"2021-02-13","Espace Mittelland","Retail: Food, beverage, tobacco",19861838.26,402583
"2021-02-13","Espace Mittelland","Retail: Fuel stations",2716504.75,65737
"2021-02-13","Espace Mittelland","Retail: Other goods",5481034.29,82714
"2021-02-13","Espace Mittelland","Transport services",1048377.88,18332
"2021-02-13","Lake Geneva","Accommodation",2103186.79,6512
"2021-02-13","Lake Geneva","Food and beverage services",1088566.95,27121
"2021-02-13","Lake Geneva","Other",1395263.27,9193
"2021-02-13","Lake Geneva","Retail: Food, beverage, tobacco",21872158.7,389679
"2021-02-13","Lake Geneva","Retail: Fuel stations",2627860.12,63577
"2021-02-13","Lake Geneva","Retail: Other goods",6080874.1,81354
"2021-02-13","Lake Geneva","Transport services",2517854.74,35385
"2021-02-13","Northwestern","Accommodation",126737.71,711
"2021-02-13","Northwestern","Food and beverage services",285668.96,8491
"2021-02-13","Northwestern","Other",776334.01,7053
"2021-02-13","Northwestern","Retail: Food, beverage, tobacco",13945118.65,272108
"2021-02-13","Northwestern","Retail: Fuel stations",1615857.55,39482
"2021-02-13","Northwestern","Retail: Other goods",3856479.99,58155
"2021-02-13","Northwestern","Transport services",239110.29,8706
"2021-02-13","Ticino","Accommodation",200238.83,866
"2021-02-13","Ticino","Food and beverage services",105473.24,2698
"2021-02-13","Ticino","Other",281776.67,1697
"2021-02-13","Ticino","Retail: Food, beverage, tobacco",3611469.82,63994
"2021-02-13","Ticino","Retail: Fuel stations",593773.81,13374
"2021-02-13","Ticino","Retail: Other goods",891747.94,12302
"2021-02-13","Ticino","Transport services",82719.7,1268
"2021-02-13","Zurich","Accommodation",411062.13,1796
"2021-02-13","Zurich","Food and beverage services",704649.69,26716
"2021-02-13","Zurich","Other",1551520.29,13303
"2021-02-13","Zurich","Retail: Food, beverage, tobacco",21416431.7,450541
"2021-02-13","Zurich","Retail: Fuel stations",1769970.56,42743
"2021-02-13","Zurich","Retail: Other goods",5594690.74,83266
"2021-02-13","Zurich","Transport services",304875.46,13187
"2021-02-14","9999","Food and beverage services",853.7,102
"2021-02-14","9999","Retail: Food, beverage, tobacco",215.9,10
"2021-02-14","9999","Retail: Fuel stations",26932.14,880
"2021-02-14","9999","Retail: Other goods",5067.6,42
"2021-02-14","Central","Accommodation",1484921.67,6028
"2021-02-14","Central","Food and beverage services",281826.43,7548
"2021-02-14","Central","Other",101342.05,1038
"2021-02-14","Central","Retail: Food, beverage, tobacco",535764.65,28538
"2021-02-14","Central","Retail: Fuel stations",1174000.75,32606
"2021-02-14","Central","Retail: Other goods",279425.05,4222
"2021-02-14","Central","Transport services",731815.75,14543
"2021-02-14","Eastern","Accommodation",3660340.82,9664
"2021-02-14","Eastern","Food and beverage services",709040.91,20659
"2021-02-14","Eastern","Other",527125.7,3206
"2021-02-14","Eastern","Retail: Food, beverage, tobacco",1150583.69,40892
"2021-02-14","Eastern","Retail: Fuel stations",1853555.09,49257
"2021-02-14","Eastern","Retail: Other goods",796556.35,7698
"2021-02-14","Eastern","Transport services",2095996,25491
"2021-02-14","Espace Mittelland","Accommodation",1693338.87,6029
"2021-02-14","Espace Mittelland","Food and beverage services",515755.21,14646
"2021-02-14","Espace Mittelland","Other",104914.86,1628
"2021-02-14","Espace Mittelland","Retail: Food, beverage, tobacco",1151560.97,71647
"2021-02-14","Espace Mittelland","Retail: Fuel stations",2455738.3,68332
"2021-02-14","Espace Mittelland","Retail: Other goods",419564.7,7392
"2021-02-14","Espace Mittelland","Transport services",991202.39,14309
"2021-02-14","Lake Geneva","Accommodation",2829169.67,8080
"2021-02-14","Lake Geneva","Food and beverage services",1034906.22,24918
"2021-02-14","Lake Geneva","Other",397302.01,2940
"2021-02-14","Lake Geneva","Retail: Food, beverage, tobacco",1973309.95,63941
"2021-02-14","Lake Geneva","Retail: Fuel stations",2435101.1,66913
"2021-02-14","Lake Geneva","Retail: Other goods",1113004.1,13531
"2021-02-14","Lake Geneva","Transport services",2331021.74,25354
"2021-02-14","Northwestern","Accommodation",142830.11,677
"2021-02-14","Northwestern","Food and beverage services",214199.69,5417
"2021-02-14","Northwestern","Other",76295.74,1204
"2021-02-14","Northwestern","Retail: Food, beverage, tobacco",648030.53,32109
"2021-02-14","Northwestern","Retail: Fuel stations",1359550.95,39222
"2021-02-14","Northwestern","Retail: Other goods",111551.42,2282
"2021-02-14","Northwestern","Transport services",56792.05,3805
"2021-02-14","Ticino","Accommodation",298558.5,863
"2021-02-14","Ticino","Food and beverage services",111876.49,2217
"2021-02-14","Ticino","Other",31215.2,358
"2021-02-14","Ticino","Retail: Food, beverage, tobacco",71949.65,3752
"2021-02-14","Ticino","Retail: Fuel stations",484025.37,12855
"2021-02-14","Ticino","Retail: Other goods",25840.1,459
"2021-02-14","Ticino","Transport services",54692.55,1363
"2021-02-14","Zurich","Accommodation",499608.49,1917
"2021-02-14","Zurich","Food and beverage services",551318.33,18759
"2021-02-14","Zurich","Other",159435.78,2226
"2021-02-14","Zurich","Retail: Food, beverage, tobacco",1106280.18,61599
"2021-02-14","Zurich","Retail: Fuel stations",1545172.05,45761
"2021-02-14","Zurich","Retail: Other goods",371919.17,7816
"2021-02-14","Zurich","Transport services",46283.55,4309
"2021-02-15","9999","Food and beverage services",2407.05,253
"2021-02-15","9999","Retail: Food, beverage, tobacco",2047.5,69
"2021-02-15","9999","Retail: Fuel stations",21260.63,665
"2021-02-15","9999","Retail: Other goods",876.8,16
"2021-02-15","Central","Accommodation",654046.42,3100
"2021-02-15","Central","Food and beverage services",170712.85,6539
"2021-02-15","Central","Other",606834.14,4353
"2021-02-15","Central","Retail: Food, beverage, tobacco",5331310.34,143655
"2021-02-15","Central","Retail: Fuel stations",1070909.62,28808
"2021-02-15","Central","Retail: Other goods",1783561.65,25025
"2021-02-15","Central","Transport services",598685.88,11720
"2021-02-15","Eastern","Accommodation",1786218.63,4820
"2021-02-15","Eastern","Food and beverage services",503234.92,19342
"2021-02-15","Eastern","Other",1025942.23,7931
"2021-02-15","Eastern","Retail: Food, beverage, tobacco",7964072.33,206424
"2021-02-15","Eastern","Retail: Fuel stations",1643186.67,42246
"2021-02-15","Eastern","Retail: Other goods",2702810.43,39069
"2021-02-15","Eastern","Transport services",1570009.7,20485
"2021-02-15","Espace Mittelland","Accommodation",726284.84,3217
