"Date","Channel","Merchant category","Amount CHF","Number of transactions"
"2021-01-09","All","Accommodation",5449920.66000001,18868
"2021-01-09","All","Entertainment and sports",1264574.01,17036
"2021-01-09","All","Food and beverage services",3153332.88,105962
"2021-01-09","All","Human health services",2228832.24,8519
"2021-01-09","All","Motor vehicles",598437.08,7192
"2021-01-09","All","Other",1301254.28,14016
"2021-01-09","All","Personal services",2580406.27,25403
"2021-01-09","All","Professional services",3142258.83,33369
"2021-01-09","All","Retail: Fuel stations",12234302.44,280990
"2021-01-09","All","Transport services",5660370.85,233242
"2021-01-09","E-comm","Retail: Food, beverage, tobacco",1312612.87,10936
"2021-01-09","E-comm","Retail: Other goods",7441699.7,45913
"2021-01-09","POS","Retail: Food, beverage, tobacco",98305650.46,1937718
"2021-01-09","POS","Retail: Other goods",82349850.9599999,835987
"2021-01-10","All","Accommodation",6457212.46,19206
"2021-01-10","All","Entertainment and sports",901300.25,12306
"2021-01-10","All","Food and beverage services",2230548.49,76792
"2021-01-10","All","Human health services",252793.15,2351
"2021-01-10","All","Motor vehicles",70581.54,1547
"2021-01-10","All","Other",828861.289999999,9114
"2021-01-10","All","Personal services",87578.97,874
"2021-01-10","All","Professional services",2493004.13,23406
"2021-01-10","All","Retail: Fuel stations",5772509.7,105943
"2021-01-10","All","Transport services",5407879.32,160797
"2021-01-10","E-comm","Retail: Food, beverage, tobacco",973898.920000001,7728
"2021-01-10","E-comm","Retail: Other goods",8620240.75,55074
"2021-01-10","POS","Retail: Food, beverage, tobacco",1071903.13,100095
"2021-01-10","POS","Retail: Other goods",867512.87,13100
"2021-01-11","All","Accommodation",2794220.64000001,10654
"2021-01-11","All","Entertainment and sports",939430.67,11761
"2021-01-11","All","Food and beverage services",2504908.12,146883
"2021-01-11","All","Human health services",2417889.96,14514
"2021-01-11","All","Motor vehicles",1489500.9,8326
"2021-01-11","All","Other",2327325.2,15280
"2021-01-11","All","Personal services",1229183.78,13154
"2021-01-11","All","Professional services",7067494.35999999,69681
"2021-01-11","All","Retail: Fuel stations",11591486.16,289095
"2021-01-11","All","Transport services",4018175.79,197728
"2021-01-11","E-comm","Retail: Food, beverage, tobacco",2042563.85,15719
"2021-01-11","E-comm","Retail: Other goods",11167208.25,75358
"2021-01-11","POS","Retail: Food, beverage, tobacco",58131122.9699999,1629540
"2021-01-11","POS","Retail: Other goods",46642964.09,549208
"2021-01-12","All","Accommodation",2296443.76,9743
"2021-01-12","All","Entertainment and sports",903893.34,11801
"2021-01-12","All","Food and beverage services",2602752.49,148023
"2021-01-12","All","Human health services",2648256.43,15127
"2021-01-12","All","Motor vehicles",1596868.19,6302
"2021-01-12","All","Other",1821664.85,14508
"2021-01-12","All","Personal services",2400052.98,23212
"2021-01-12","All","Professional services",5528291.42,48329
"2021-01-12","All","Retail: Fuel stations",10158379.39,255122
"2021-01-12","All","Transport services",3116249.18,195013
"2021-01-12","E-comm","Retail: Food, beverage, tobacco",2312920.72,16367
"2021-01-12","E-comm","Retail: Other goods",11533572.72,71259
"2021-01-12","POS","Retail: Food, beverage, tobacco",54128228.8999999,1492077
"2021-01-12","POS","Retail: Other goods",43356371.35,496546
"2021-01-13","All","Accommodation",2466949.59,10344
"2021-01-13","All","Entertainment and sports",1122756.96,15080
"2021-01-13","All","Food and beverage services",2873596.51,153105
"2021-01-13","All","Human health services",2985033.42,15946
"2021-01-13","All","Motor vehicles",1783210.95,6547
"2021-01-13","All","Other",1813413.75,15383
"2021-01-13","All","Personal services",2577378.35,25642
"2021-01-13","All","Professional services",5358752.04,46306
"2021-01-13","All","Retail: Fuel stations",10776345.51,271665
"2021-01-13","All","Transport services",3185662.64,208316
"2021-01-13","E-comm","Retail: Food, beverage, tobacco",2161581.01,15654
"2021-01-13","E-comm","Retail: Other goods",12414460.83,75821
"2021-01-13","POS","Retail: Food, beverage, tobacco",60959015.75,1617568
"2021-01-13","POS","Retail: Other goods",56710885.1099998,634731
"2021-01-14","All","Accommodation",2758695.72,10805
"2021-01-14","All","Entertainment and sports",951050.56,12532
"2021-01-14","All","Food and beverage services",2972467.67,156773
"2021-01-14","All","Human health services",2935128.1,15723
"2021-01-14","All","Motor vehicles",1779308.27,5837
"2021-01-14","All","Other",1916593.49,15057
"2021-01-14","All","Personal services",2665156.7,25579
"2021-01-14","All","Professional services",4945854.37,42791
"2021-01-14","All","Retail: Fuel stations",10317410.69,261231
"2021-01-14","All","Transport services",3212687.52,222882
"2021-01-14","E-comm","Retail: Food, beverage, tobacco",2318573.17,15756
"2021-01-14","E-comm","Retail: Other goods",11802246.58,80810
"2021-01-14","POS","Retail: Food, beverage, tobacco",60809086.7300001,1553403
"2021-01-14","POS","Retail: Other goods",66352855.1199998,699006
"2021-01-15","All","9999",400,2
"2021-01-15","All","Accommodation",3176749.43,12440
"2021-01-15","All","Entertainment and sports",1074530.96,14972
"2021-01-15","All","Food and beverage services",3677386.88,164113
"2021-01-15","All","Human health services",2946425.67,15307
"2021-01-15","All","Motor vehicles",2082459.49,6603
"2021-01-15","All","Other",2099229.77,15468
"2021-01-15","All","Personal services",2819921.33,27358
"2021-01-15","All","Professional services",5200220.62,44806
"2021-01-15","All","Retail: Fuel stations",11776992.03,287686
"2021-01-15","All","Transport services",4035387.15,241326
"2021-01-15","E-comm","Retail: Food, beverage, tobacco",2077544.15,14714
"2021-01-15","E-comm","Retail: Other goods",10023953.72,59093
"2021-01-15","POS","Retail: Food, beverage, tobacco",86745237.81,1896747
"2021-01-15","POS","Retail: Other goods",82828117.9399999,847473
"2021-01-16","All","Accommodation",3916173.52,18523
"2021-01-16","All","Entertainment and sports",1133880.92,15867
"2021-01-16","All","Food and beverage services",3280248,110749
"2021-01-16","All","Human health services",2435277.8,9458
"2021-01-16","All","Motor vehicles",602628.29,3440
"2021-01-16","All","Other",1452248.44,15016
"2021-01-16","All","Personal services",2604220.23,25039
"2021-01-16","All","Professional services",2494755.31,28734
"2021-01-16","All","Retail: Fuel stations",12293124.47,281598
"2021-01-16","All","Transport services",6595336.13000001,269488
"2021-01-16","E-comm","Retail: Food, beverage, tobacco",1334887.63,11253
"2021-01-16","E-comm","Retail: Other goods",7995994.34000002,49485
"2021-01-16","POS","Retail: Food, beverage, tobacco",108519859.89,2041757
"2021-01-16","POS","Retail: Other goods",110838448,1079572
"2021-01-17","All","Accommodation",5636667.62,13384
"2021-01-17","All","Entertainment and sports",852929.33,11469
"2021-01-17","All","Food and beverage services",1778292.87,56965
"2021-01-17","All","Human health services",219918.73,2197
"2021-01-17","All","Motor vehicles",49872.57,462
"2021-01-17","All","Other",871589.75,9195
"2021-01-17","All","Personal services",65624.38,850
"2021-01-17","All","Professional services",2045496.88,23761
"2021-01-17","All","Retail: Fuel stations",4632176.98,84253
"2021-01-17","All","Transport services",3350098.08,124251
"2021-01-17","E-comm","Retail: Food, beverage, tobacco",1034857.17,8781
"2021-01-17","E-comm","Retail: Other goods",10959735.31,67566
"2021-01-17","POS","Retail: Food, beverage, tobacco",1048108.52,95640
"2021-01-17","POS","Retail: Other goods",712463.460000001,10762
"2021-01-18","All","Accommodation",2935891.90999999,9505
"2021-01-18","All","Entertainment and sports",807403.04,10468
"2021-01-18","All","Food and beverage services",2103074.72,121668
"2021-01-18","All","Human health services",2365659.13,14173
"2021-01-18","All","Motor vehicles",1245557.31,5526
"2021-01-18","All","Other",1571511.35,14103
"2021-01-18","All","Personal services",980939.5,10070
"2021-01-18","All","Professional services",5489650.11999999,51990
"2021-01-18","All","Retail: Fuel stations",10916234.92,284236
"2021-01-18","All","Transport services",3590709.73,180490
"2021-01-18","E-comm","Retail: Food, beverage, tobacco",2191234.45,16555
"2021-01-18","E-comm","Retail: Other goods",13349921.8,87243
"2021-01-18","POS","Retail: Food, beverage, tobacco",54760925.5100001,1533700
"2021-01-18","POS","Retail: Other goods",16161599.29,243229
"2021-01-19","All","Accommodation",2105005.97,10193
"2021-01-19","All","Entertainment and sports",768499.58,10959
"2021-01-19","All","Food and beverage services",2422580.02,133182
"2021-01-19","All","Human health services",2786824.81,15055
"2021-01-19","All","Motor vehicles",1375601.35,6329
"2021-01-19","All","Other",1458052.38,13366
"2021-01-19","All","Personal services",2158626.56,20115
"2021-01-19","All","Professional services",4653662.15,41378
"2021-01-19","All","Retail: Fuel stations",10475118.67,273552
"2021-01-19","All","Transport services",3260892.24,176201
"2021-01-19","E-comm","Retail: Food, beverage, tobacco",2296343.51,17761
"2021-01-19","E-comm","Retail: Other goods",12392397.89,79832
"2021-01-19","POS","Retail: Food, beverage, tobacco",54074505.04,1484745
"2021-01-19","POS","Retail: Other goods",17269667.56,242108
"2021-01-20","All","9999",200,1
"2021-01-20","All","Accommodation",2381767.85,10424
"2021-01-20","All","Entertainment and sports",636241.53,9028
"2021-01-20","All","Food and beverage services",2638403.46,135722
"2021-01-20","All","Human health services",2811069.81,14858
"2021-01-20","All","Motor vehicles",1500476.74,6788
"2021-01-20","All","Other",1524649.34,13982
"2021-01-20","All","Personal services",2163100.24,20457
"2021-01-20","All","Professional services",5319266.26,45491
"2021-01-20","All","Retail: Fuel stations",10734515.87,280786
"2021-01-20","All","Transport services",3292711.77,181496
"2021-01-20","E-comm","Retail: Food, beverage, tobacco",2118928.21,16213
"2021-01-20","E-comm","Retail: Other goods",12262531.23,77273
"2021-01-20","POS","Retail: Food, beverage, tobacco",55432895.11,1498876
"2021-01-20","POS","Retail: Other goods",18512857.54,258736
"2021-01-21","All","Accommodation",2466544.85,10269
"2021-01-21","All","Entertainment and sports",611441.16,7720
"2021-01-21","All","Food and beverage services",2794571.75,141142
"2021-01-21","All","Human health services",2861842.09,14965
"2021-01-21","All","Motor vehicles",1501130.88,7271
"2021-01-21","All","Other",1561310.21,14162
"2021-01-21","All","Personal services",2362526.86,21957
"2021-01-21","All","Professional services",4850110.74,45538
"2021-01-21","All","Retail: Fuel stations",10536355.71,281231
"2021-01-21","All","Transport services",2984456.19,171935
"2021-01-21","E-comm","Retail: Food, beverage, tobacco",2149031.26,15766
"2021-01-21","E-comm","Retail: Other goods",11989304.64,81675
"2021-01-21","POS","Retail: Food, beverage, tobacco",58415528.4199998,1532868
"2021-01-21","POS","Retail: Other goods",19008316.93,260748
"2021-01-22","All","Accommodation",3459894.68,13107
"2021-01-22","All","Entertainment and sports",715075.3,8626
"2021-01-22","All","Food and beverage services",3746697.04999999,155572
"2021-01-22","All","Human health services",3087559.37,15152
"2021-01-22","All","Motor vehicles",1892221.49,8744
"2021-01-22","All","Other",1731371.27,15216
"2021-01-22","All","Personal services",2826605.29,26758
"2021-01-22","All","Professional services",5192736.44,43304
"2021-01-22","All","Retail: Fuel stations",12215868.59,316600
"2021-01-22","All","Transport services",3698600.18,193228
"2021-01-22","E-comm","Retail: Food, beverage, tobacco",2093770.84,18327
"2021-01-22","E-comm","Retail: Other goods",10211237.61,64389
"2021-01-22","POS","Retail: Food, beverage, tobacco",84784747.9299999,1863185
"2021-01-22","POS","Retail: Other goods",22915900.49,310979
"2021-01-23","All","Accommodation",3866520.2,17201
"2021-01-23","All","Entertainment and sports",817942.34,10933
"2021-01-23","All","Food and beverage services",3021133.45,94765
"2021-01-23","All","Human health services",2148032.54,7988
"2021-01-23","All","Motor vehicles",433214.93,5787
"2021-01-23","All","Other",1209081.62,13928
"2021-01-23","All","Personal services",2524496.26,23997
"2021-01-23","All","Professional services",2649538.6,28454
"2021-01-23","All","Retail: Fuel stations",11573584,279257
"2021-01-23","All","Transport services",6540881.94,205256
"2021-01-23","E-comm","Retail: Food, beverage, tobacco",1461744.37,12491
"2021-01-23","E-comm","Retail: Other goods",9049765.87,57574
"2021-01-23","POS","Retail: Food, beverage, tobacco",100765776.3,1929519
"2021-01-23","POS","Retail: Other goods",23546333.24,356575
"2021-01-24","All","Accommodation",5826739.89,18646
"2021-01-24","All","Entertainment and sports",697240.64,9525
"2021-01-24","All","Food and beverage services",2181426.81,72101
"2021-01-24","All","Human health services",233052.43,2414
"2021-01-24","All","Motor vehicles",67885.66,1493
"2021-01-24","All","Other",1049394.26,11352
"2021-01-24","All","Personal services",70984.47,922
"2021-01-24","All","Professional services",2279315.75,24237
"2021-01-24","All","Retail: Fuel stations",9559267.45,263760
"2021-01-24","All","Transport services",5295888.26,169309
"2021-01-24","E-comm","Retail: Food, beverage, tobacco",983400.04,8747
"2021-01-24","E-comm","Retail: Other goods",10061499.86,64054
"2021-01-24","POS","Retail: Food, beverage, tobacco",4082819.63,230485
"2021-01-24","POS","Retail: Other goods",1204908.16,19675
"2021-01-25","All","Accommodation",3010820.09,9247
"2021-01-25","All","Entertainment and sports",861170.64,9351
"2021-01-25","All","Food and beverage services",2130934.28,118166
"2021-01-25","All","Human health services",2237752.31,14245
"2021-01-25","All","Motor vehicles",1252155.67,5566
"2021-01-25","All","Other",3403964.51,16461
"2021-01-25","All","Personal services",1147465.09,11487
"2021-01-25","All","Professional services",7529330.96,57387
"2021-01-25","All","Retail: Fuel stations",10827056.73,276899
"2021-01-25","All","Transport services",10307719.76,206734
"2021-01-25","E-comm","Retail: Food, beverage, tobacco",2334283.42,17637
"2021-01-25","E-comm","Retail: Other goods",14323857.37,95030
"2021-01-25","POS","Retail: Food, beverage, tobacco",52629300.8699999,1491406
"2021-01-25","POS","Retail: Other goods",16042345.58,240431
"2021-01-26","All","Accommodation",2262821.39,10416
"2021-01-26","All","Entertainment and sports",766369.42,9093
"2021-01-26","All","Food and beverage services",2660695.06,136526
"2021-01-26","All","Human health services",2941857.53,15989
"2021-01-26","All","Motor vehicles",1478971.59,7301
"2021-01-26","All","Other",2546499.43,15587
"2021-01-26","All","Personal services",2354064.13,22055
"2021-01-26","All","Professional services",6343833.71,58558
"2021-01-26","All","Retail: Fuel stations",11546028.01,297416
"2021-01-26","All","Transport services",10708106.69,217956
"2021-01-26","E-comm","Retail: Food, beverage, tobacco",2441196.83,18047
"2021-01-26","E-comm","Retail: Other goods",13772712.61,86351
"2021-01-26","POS","Retail: Food, beverage, tobacco",58035890.6,1576979
"2021-01-26","POS","Retail: Other goods",18278535.13,263928
"2021-01-27","All","Accommodation",2586297.98,10184
"2021-01-27","All","Entertainment and sports",775576.75,9165
"2021-01-27","All","Food and beverage services",2684534.8,133170
"2021-01-27","All","Human health services",2889389.87,15719
"2021-01-27","All","Motor vehicles",1555659.91,5639
"2021-01-27","All","Other",2649861.07,14857
"2021-01-27","All","Personal services",2355563.9,21853
"2021-01-27","All","Professional services",5738818.47999999,46629
"2021-01-27","All","Retail: Fuel stations",11026337.04,286456
"2021-01-27","All","Transport services",9295631.8,211230
"2021-01-27","E-comm","Retail: Food, beverage, tobacco",2374776.79,17224
"2021-01-27","E-comm","Retail: Other goods",13917628.16,83634
"2021-01-27","POS","Retail: Food, beverage, tobacco",55636090.54,1510856
"2021-01-27","POS","Retail: Other goods",17448054.06,247192
"2021-01-28","All","Accommodation",3058875.75,10469
"2021-01-28","All","Entertainment and sports",718783.46,8322
"2021-01-28","All","Food and beverage services",2888065.26,139100
"2021-01-28","All","Human health services",3064533.76,16202
"2021-01-28","All","Motor vehicles",1612997.27,5607
"2021-01-28","All","Other",2333615.38,13764
"2021-01-28","All","Personal services",2587338.41,23845
"2021-01-28","All","Professional services",6288831.5,57712
"2021-01-28","All","Retail: Fuel stations",11498341.8,296880
"2021-01-28","All","Transport services",9523089.17,202185
"2021-01-28","E-comm","Retail: Food, beverage, tobacco",2246764.03,15571
"2021-01-28","E-comm","Retail: Other goods",13568680.58,90709
"2021-01-28","POS","Retail: Food, beverage, tobacco",63441521.14,1599837
"2021-01-28","POS","Retail: Other goods",18956809.82,264100
"2021-01-29","All","9999",360,1
"2021-01-29","All","Accommodation",4076849.51,12976
"2021-01-29","All","Entertainment and sports",729152.48,8880
"2021-01-29","All","Food and beverage services",3914203.63,154827
"2021-01-29","All","Human health services",3326869.5,15892
"2021-01-29","All","Motor vehicles",1995859.6,7141
"2021-01-29","All","Other",3006113.62,16899
"2021-01-29","All","Personal services",3162542.55,28957
"2021-01-29","All","Professional services",5883801.88,47033
"2021-01-29","All","Retail: Fuel stations",13530649.8,339311
"2021-01-29","All","Transport services",10942711.45,226328
"2021-01-29","E-comm","Retail: Food, beverage, tobacco",2368334.2,17288
"2021-01-29","E-comm","Retail: Other goods",12233094,72975
"2021-01-29","POS","Retail: Food, beverage, tobacco",91396090.42,1953613
"2021-01-29","POS","Retail: Other goods",23475810.74,322553
"2021-01-30","All","9999",96.4,2
"2021-01-30","All","Accommodation",4898619.83999999,15875
"2021-01-30","All","Entertainment and sports",879425.37,10495
"2021-01-30","All","Food and beverage services",2990897.76,88139
"2021-01-30","All","Human health services",2324096.23,8551
"2021-01-30","All","Motor vehicles",381553.98,2891
"2021-01-30","All","Other",1653677.5,15123
"2021-01-30","All","Personal services",2914894.36,27086
"2021-01-30","All","Professional services",3107871.81,32792
"2021-01-30","All","Retail: Fuel stations",12974505,299341
"2021-01-30","All","Transport services",9197820.94999999,187961
"2021-01-30","E-comm","Retail: Food, beverage, tobacco",1584383.04,13560
"2021-01-30","E-comm","Retail: Other goods",10293695.21,63687
"2021-01-30","POS","Retail: Food, beverage, tobacco",108439165.22,2017117
"2021-01-30","POS","Retail: Other goods",28109234.59,403574
"2021-01-31","All","Accommodation",6547409.25,18446
"2021-01-31","All","Entertainment and sports",845296.5,9258
"2021-01-31","All","Food and beverage services",2226118.69,69661
"2021-01-31","All","Human health services",256952.75,2523
"2021-01-31","All","Motor vehicles",59031,854
"2021-01-31","All","Other",1192256.48,11346
"2021-01-31","All","Personal services",110005.6,1090
"2021-01-31","All","Professional services",2973231.14,28071
"2021-01-31","All","Retail: Fuel stations",10598416.9,283212
"2021-01-31","All","Transport services",6293192.41,179448
"2021-01-31","E-comm","Retail: Food, beverage, tobacco",1118409.57,9582
"2021-01-31","E-comm","Retail: Other goods",12106792.62,72282
"2021-01-31","POS","Retail: Food, beverage, tobacco",4749465.14,248896
"2021-01-31","POS","Retail: Other goods",1387907.64,20926
"2021-02-01","All","9999",200,1
"2021-02-01","All","Accommodation",4418071.77,12004
"2021-02-01","All","Entertainment and sports",1106470.08,9843
"2021-02-01","All","Food and beverage services",2304522.37,121375
"2021-02-01","All","Human health services",2232355.93,14927
"2021-02-01","All","Motor vehicles",1279800.08,5297
"2021-02-01","All","Other",2790615.37,16729
"2021-02-01","All","Personal services",1144611.39,11648
"2021-02-01","All","Professional services",7245740.51999999,67221
"2021-02-01","All","Retail: Fuel stations",11110053.28,288674
"2021-02-01","All","Transport services",12486570.72,205781
"2021-02-01","E-comm","Retail: Food, beverage, tobacco",2328158.69,17593
"2021-02-01","E-comm","Retail: Other goods",14991798.76,98021
"2021-02-01","POS","Retail: Food, beverage, tobacco",53369631.4999999,1520828
"2021-02-01","POS","Retail: Other goods",17567376.67,262264
"2021-02-02","All","Accommodation",3366884.32,12269
"2021-02-02","All","Entertainment and sports",916183.74,10975
"2021-02-02","All","Food and beverage services",2693140.33,133282
"2021-02-02","All","Human health services",2894483.34,15872
"2021-02-02","All","Motor vehicles",1471128.11,5477
"2021-02-02","All","Other",2471873.62,16954
"2021-02-02","All","Personal services",2330598.06,22390
"2021-02-02","All","Professional services",5740777.88,48050
"2021-02-02","All","Retail: Fuel stations",10678509,287542
"2021-02-02","All","Transport services",10077675.78,201583
"2021-02-02","E-comm","Retail: Food, beverage, tobacco",2226875.21,17740
"2021-02-02","E-comm","Retail: Other goods",13706362.94,84053
"2021-02-02","POS","Retail: Food, beverage, tobacco",56336067.81,1569043
"2021-02-02","POS","Retail: Other goods",18050100.46,264677
"2021-02-03","All","Accommodation",3481480.62,13087
"2021-02-03","All","Entertainment and sports",865368.51,10041
"2021-02-03","All","Food and beverage services",2940622.33,137997
"2021-02-03","All","Human health services",3054755.08,16094
"2021-02-03","All","Motor vehicles",1463498.66,5165
"2021-02-03","All","Other",2129933.53,15079
"2021-02-03","All","Personal services",2341655.34,22469
"2021-02-03","All","Professional services",5717809.75,47932
"2021-02-03","All","Retail: Fuel stations",10664044.66,290447
"2021-02-03","All","Transport services",8999724.95,208257
"2021-02-03","E-comm","Retail: Food, beverage, tobacco",2884292.38,19781
"2021-02-03","E-comm","Retail: Other goods",13860159.11,98845
"2021-02-03","POS","Retail: Food, beverage, tobacco",56501922.7699999,1547531
"2021-02-03","POS","Retail: Other goods",18691053.76,267212
"2021-02-04","All","Accommodation",4099454.56,16893
"2021-02-04","All","Entertainment and sports",891926.34,10473
"2021-02-04","All","Food and beverage services",3426909.74,156388
"2021-02-04","All","Human health services",2956788.91,16085
"2021-02-04","All","Motor vehicles",1558198.68,7073
"2021-02-04","All","Other",2032986.89,15502
"2021-02-04","All","Personal services",2534078.21,24030
"2021-02-04","All","Professional services",6655432.97,53916
"2021-02-04","All","Retail: Fuel stations",11293927.05,308105
"2021-02-04","All","Transport services",9679647.87000001,224072
"2021-02-04","E-comm","Retail: Food, beverage, tobacco",2369707.53,17051
"2021-02-04","E-comm","Retail: Other goods",12479167.47,77689
"2021-02-04","POS","Retail: Food, beverage, tobacco",60943824.12,1646878
"2021-02-04","POS","Retail: Other goods",19962193.25,277451
"2021-02-05","All","Accommodation",6128498.16999999,22164
"2021-02-05","All","Entertainment and sports",1047991.68,12639
"2021-02-05","All","Food and beverage services",4548255.14999999,175887
"2021-02-05","All","Human health services",3196656.16,16133
"2021-02-05","All","Motor vehicles",1797249.84,8912
"2021-02-05","All","Other",2451359.01,17216
"2021-02-05","All","Personal services",3006643.19,28937
"2021-02-05","All","Professional services",6806969.36999999,57661
"2021-02-05","All","Retail: Fuel stations",13352358.37,356821
"2021-02-05","All","Transport services",10056387.34,252768
"2021-02-05","E-comm","Retail: Food, beverage, tobacco",2155484.37,16600
"2021-02-05","E-comm","Retail: Other goods",11099055.67,70076
"2021-02-05","POS","Retail: Food, beverage, tobacco",87044323.7900002,1982242
"2021-02-05","POS","Retail: Other goods",23651484.32,325006
"2021-02-06","All","Accommodation",7483207.95999999,24970
"2021-02-06","All","Entertainment and sports",974200.1,11113
"2021-02-06","All","Food and beverage services",3829427.53,118311
"2021-02-06","All","Human health services",2149962.05,8515
"2021-02-06","All","Motor vehicles",499775.18,6054
"2021-02-06","All","Other",1344260.17,15281
"2021-02-06","All","Personal services",2739324.5,26115
"2021-02-06","All","Professional services",3466947.93,33453
"2021-02-06","All","Retail: Fuel stations",12487862.56,315389
"2021-02-06","All","Transport services",9560546.16000001,238935
"2021-02-06","E-comm","Retail: Food, beverage, tobacco",1524207.25,12987
"2021-02-06","E-comm","Retail: Other goods",9458379.25,59073
"2021-02-06","POS","Retail: Food, beverage, tobacco",104882576.67,2048153
"2021-02-06","POS","Retail: Other goods",27305935.6999999,399415
"2021-02-07","All","Accommodation",8245384.8,17735
"2021-02-07","All","Entertainment and sports",948954.07,10056
"2021-02-07","All","Food and beverage services",2037092.81,58686
"2021-02-07","All","Human health services",259855.49,2666
"2021-02-07","All","Motor vehicles",55249.78,976
"2021-02-07","All","Other",988365.57,10371
"2021-02-07","All","Personal services",91888.34,1013
"2021-02-07","All","Professional services",3293459.13,29368
"2021-02-07","All","Retail: Fuel stations",9324743.32999999,270155
"2021-02-07","All","Transport services",5005478.59,122736
"2021-02-07","E-comm","Retail: Food, beverage, tobacco",1196672.95,10442
"2021-02-07","E-comm","Retail: Other goods",12519659.17,76759
"2021-02-07","POS","Retail: Food, beverage, tobacco",5480990.97,265047
"2021-02-07","POS","Retail: Other goods",1339616.73,20554
"2021-02-08","All","9999",24.7,1
"2021-02-08","All","Accommodation",3768280.26,15232
"2021-02-08","All","Entertainment and sports",960214.45,9437
"2021-02-08","All","Food and beverage services",2488345.84,127682
"2021-02-08","All","Human health services",2224748.64,14272
"2021-02-08","All","Motor vehicles",1243200.61,6818
"2021-02-08","All","Other",2037253.13,15449
"2021-02-08","All","Personal services",1174490.94,12280
"2021-02-08","All","Professional services",9254463.79000001,73322
"2021-02-08","All","Retail: Fuel stations",10405933.03,286415
"2021-02-08","All","Transport services",9864203.38,215671
"2021-02-08","E-comm","Retail: Food, beverage, tobacco",2276841.1,17142
"2021-02-08","E-comm","Retail: Other goods",14758259.46,101369
"2021-02-08","POS","Retail: Food, beverage, tobacco",53694774.08,1560241
"2021-02-08","POS","Retail: Other goods",18063895.88,274606
"2021-02-09","All","Accommodation",3458555.88,14980
"2021-02-09","All","Entertainment and sports",823433.96,10910
"2021-02-09","All","Food and beverage services",2876863.5,137427
"2021-02-09","All","Human health services",2877758.74,15724
"2021-02-09","All","Motor vehicles",1446308.85,5808
"2021-02-09","All","Other",1837768.42,15057
"2021-02-09","All","Personal services",2328975.9,22040
"2021-02-09","All","Professional services",7495575.03,69749
"2021-02-09","All","Retail: Fuel stations",10357618.26,284991
"2021-02-09","All","Transport services",7309344.61,215615
"2021-02-09","E-comm","Retail: Food, beverage, tobacco",2151485.43,17262
"2021-02-09","E-comm","Retail: Other goods",14029746.18,86653
"2021-02-09","POS","Retail: Food, beverage, tobacco",55718008.74,1561360
"2021-02-09","POS","Retail: Other goods",18202018.82,263541
"2021-02-10","All","Accommodation",3813121.95,14042
"2021-02-10","All","Entertainment and sports",836656.81,9834
"2021-02-10","All","Food and beverage services",2874109.3,132005
"2021-02-10","All","Human health services",3040315.04,16161
"2021-02-10","All","Motor vehicles",1897631.62,5030
"2021-02-10","All","Other",2039536.39,15902
"2021-02-10","All","Personal services",2337679.01,22446
"2021-02-10","All","Professional services",7301325.38,59149
"2021-02-10","All","Retail: Fuel stations",10480744.27,284896
"2021-02-10","All","Transport services",6586732.04,218825
"2021-02-10","E-comm","Retail: Food, beverage, tobacco",2518227.72,18371
"2021-02-10","E-comm","Retail: Other goods",13549750.46,83474
"2021-02-10","POS","Retail: Food, beverage, tobacco",57126898.35,1563309
"2021-02-10","POS","Retail: Other goods",20711127.71,289679
"2021-02-11","All","Accommodation",4686706.59,18538
"2021-02-11","All","Entertainment and sports",919745.19,9421
"2021-02-11","All","Food and beverage services",3316220.20999999,148274
"2021-02-11","All","Human health services",2873756.83,16066
"2021-02-11","All","Motor vehicles",1492246.03,6249
"2021-02-11","All","Other",1804503.13,14980
"2021-02-11","All","Personal services",2525613.62,23407
"2021-02-11","All","Professional services",5755232.12,50814
"2021-02-11","All","Retail: Fuel stations",11218471.88,303335
"2021-02-11","All","Transport services",7430242.35,240868
"2021-02-11","E-comm","Retail: Food, beverage, tobacco",2259358.33,16191
"2021-02-11","E-comm","Retail: Other goods",13542456.5,80601
"2021-02-11","POS","Retail: Food, beverage, tobacco",59915947.32,1595438
"2021-02-11","POS","Retail: Other goods",19567802.95,271463
"2021-02-12","All","Accommodation",7369582.43,24173
"2021-02-12","All","Entertainment and sports",938736.15,11163
"2021-02-12","All","Food and beverage services",4325849.89999999,162879
"2021-02-12","All","Human health services",3235907.86,16261
"2021-02-12","All","Motor vehicles",1704617.85,8111
"2021-02-12","All","Other",2193639.31,17020
"2021-02-12","All","Personal services",3008645.34,28530
"2021-02-12","All","Professional services",5920853.32,49214
"2021-02-12","All","Retail: Fuel stations",13378151.47,342986
"2021-02-12","All","Transport services",8135453.11,264469
"2021-02-12","E-comm","Retail: Food, beverage, tobacco",2234983.6,16490
"2021-02-12","E-comm","Retail: Other goods",13052455.95,82025
"2021-02-12","POS","Retail: Food, beverage, tobacco",89545100.53,1960636
"2021-02-12","POS","Retail: Other goods",24710153.06,338360
"2021-02-13","All","9999",80,1
"2021-02-13","All","Accommodation",9125462.1,31322
"2021-02-13","All","Entertainment and sports",1036184.67,11487
"2021-02-13","All","Food and beverage services",4144703.62,118238
"2021-02-13","All","Human health services",2158655.82,8286
"2021-02-13","All","Motor vehicles",404585.49,5488
"2021-02-13","All","Other",1437727.23,15117
"2021-02-13","All","Personal services",2544079.16,24397
