"Date","Payment method","Merchant category","Amount CHF","Number of transactions"
"2021-04-21","Mobile","Accommodation",64319.61,759
"2021-04-21","Mobile","Food and beverage services",303165.29,13409
"2021-04-21","Mobile","Other",670368.2,8661
"2021-04-21","Mobile","Professional services",509564.76,5826
"2021-04-21","Mobile","Retail: Food, beverage, tobacco",1244132.83,42577
"2021-04-21","Mobile","Retail: Fuel stations",81986.84,4141
"2021-04-21","Mobile","Retail: Other goods",1985698.58,21405
"2021-04-21","Mobile","Transport services",627120.539999999,47389
"2021-04-22","Credit","Accommodation",3798349,14765
"2021-04-22","Credit","Food and beverage services",3447261.45999999,95597
"2021-04-22","Credit","Other",6265817.22,48360
"2021-04-22","Credit","Professional services",3387145.88,28089
"2021-04-22","Credit","Retail: Food, beverage, tobacco",22071536.39,564172
"2021-04-22","Credit","Retail: Fuel stations",4222494.39,108137
"2021-04-22","Credit","Retail: Other goods",29023466.1099999,246333
"2021-04-22","Credit","Transport services",2641486.96,150816
"2021-04-22","Debit","Accommodation",1266539.47,11586
"2021-04-22","Debit","Food and beverage services",4076738.71,146113
"2021-04-22","Debit","Other",6431492.38,45918
"2021-04-22","Debit","Professional services",1377641.55,13811
"2021-04-22","Debit","Retail: Food, beverage, tobacco",41122987.48,1147443
"2021-04-22","Debit","Retail: Fuel stations",8182332.40000001,235818
"2021-04-22","Debit","Retail: Other goods",30691922.88,383498
"2021-04-22","Debit","Transport services",2576755.24,61227
"2021-04-22","Mobile","Accommodation",63459.31,760
"2021-04-22","Mobile","Food and beverage services",333516.12,14337
"2021-04-22","Mobile","Other",713617.54,8758
"2021-04-22","Mobile","Professional services",566650.62,6102
"2021-04-22","Mobile","Retail: Food, beverage, tobacco",1345030.55,44126
"2021-04-22","Mobile","Retail: Fuel stations",85724.46,4337
"2021-04-22","Mobile","Retail: Other goods",1889731.92,20527
"2021-04-22","Mobile","Transport services",598852.54,48442
"2021-04-23","Credit","Accommodation",5048343.51000001,18868
"2021-04-23","Credit","Food and beverage services",5146882.89000001,119354
"2021-04-23","Credit","Other",7079889.08,54262
"2021-04-23","Credit","Professional services",3746467.44,28914
"2021-04-23","Credit","Retail: Food, beverage, tobacco",29768272.7899999,654133
"2021-04-23","Credit","Retail: Fuel stations",4872464.48,123009
"2021-04-23","Credit","Retail: Other goods",33795433.3499999,267370
"2021-04-23","Credit","Transport services",3295132.4,180522
"2021-04-23","Debit","Accommodation",1993503.9,16852
"2021-04-23","Debit","Food and beverage services",6682599.19,193961
"2021-04-23","Debit","Other",8799968.47,57315
"2021-04-23","Debit","Professional services",1750137.25,16591
"2021-04-23","Debit","Retail: Food, beverage, tobacco",61959124.35,1429703
"2021-04-23","Debit","Retail: Fuel stations",10678376.39,292100
"2021-04-23","Debit","Retail: Other goods",39992548.15,482649
"2021-04-23","Debit","Transport services",4421289.7,73598
"2021-04-23","Mobile","Accommodation",73616.74,929
"2021-04-23","Mobile","Food and beverage services",476384.67,16899
"2021-04-23","Mobile","Other",1187415.4,12300
"2021-04-23","Mobile","Professional services",1502996.18,10700
"2021-04-23","Mobile","Retail: Food, beverage, tobacco",1782146.15,50715
"2021-04-23","Mobile","Retail: Fuel stations",110387.15,4844
"2021-04-23","Mobile","Retail: Other goods",2313087.95,23031
"2021-04-23","Mobile","Transport services",880435.34,63110
"2021-04-24","Credit","Accommodation",4790519.88000001,20811
"2021-04-24","Credit","Food and beverage services",5597283.68,104131
"2021-04-24","Credit","Other",5469549,50062
"2021-04-24","Credit","Professional services",1664236.86,20197
"2021-04-24","Credit","Retail: Food, beverage, tobacco",34932120.57,697188
"2021-04-24","Credit","Retail: Fuel stations",5031234.13999999,124250
"2021-04-24","Credit","Retail: Other goods",41457852.2199999,332879
"2021-04-24","Credit","Transport services",3184829.47,188917
"2021-04-24","Debit","Accommodation",2406137.91,20399
"2021-04-24","Debit","Food and beverage services",7064606.48,163092
"2021-04-24","Debit","Other",5980019.27,49063
"2021-04-24","Debit","Professional services",592217.46,8682
"2021-04-24","Debit","Retail: Food, beverage, tobacco",72607571.6800002,1473708
"2021-04-24","Debit","Retail: Fuel stations",10909008.34,290424
"2021-04-24","Debit","Retail: Other goods",53925620.65,616874
"2021-04-24","Debit","Transport services",3152413.87,69175
"2021-04-24","Mobile","Accommodation",69994.51,914
"2021-04-24","Mobile","Food and beverage services",349320.2,9365
"2021-04-24","Mobile","Other",743446.17,9009
"2021-04-24","Mobile","Professional services",508483.27,4879
"2021-04-24","Mobile","Retail: Food, beverage, tobacco",1915339.18,45899
"2021-04-24","Mobile","Retail: Fuel stations",116318.5,4606
"2021-04-24","Mobile","Retail: Other goods",2344140.35,23603
"2021-04-24","Mobile","Transport services",804338.71,64218
"2021-04-25","Credit","Accommodation",6217424.23999999,20276
"2021-04-25","Credit","Food and beverage services",3698200.3,71517
"2021-04-25","Credit","Other",2155765.73,29409
"2021-04-25","Credit","Professional services",1550263.68,19036
"2021-04-25","Credit","Retail: Food, beverage, tobacco",2853148.36,122370
"2021-04-25","Credit","Retail: Fuel stations",4546800.59000003,130810
"2021-04-25","Credit","Retail: Other goods",8264722.92000001,52061
"2021-04-25","Credit","Transport services",2786530.02,132470
"2021-04-25","Debit","Accommodation",2614243.43,18352
"2021-04-25","Debit","Food and beverage services",4512668.12,104641
"2021-04-25","Debit","Other",959320.63,17924
"2021-04-25","Debit","Professional services",169382.79,3626
"2021-04-25","Debit","Retail: Food, beverage, tobacco",4410761.65,233008
"2021-04-25","Debit","Retail: Fuel stations",9932941.41000001,305032
"2021-04-25","Debit","Retail: Other goods",1930857.81,27297
"2021-04-25","Debit","Transport services",639624.57,27928
"2021-04-25","Mobile","Accommodation",93648.33,889
"2021-04-25","Mobile","Food and beverage services",294817.53,7896
"2021-04-25","Mobile","Other",757936.74,8550
"2021-04-25","Mobile","Professional services",691195.53,5844
"2021-04-25","Mobile","Retail: Food, beverage, tobacco",432552.87,13239
"2021-04-25","Mobile","Retail: Fuel stations",116698.67,5605
"2021-04-25","Mobile","Retail: Other goods",1790733.63,15295
"2021-04-25","Mobile","Transport services",778036.92,45373
"2021-04-26","Credit","Accommodation",3251079.36,11235
"2021-04-26","Credit","Food and beverage services",2209656.38,73415
"2021-04-26","Credit","Other",5896032.13,43605
"2021-04-26","Credit","Professional services",4150058.44,34626
"2021-04-26","Credit","Retail: Food, beverage, tobacco",20214068.4999999,543733
"2021-04-26","Credit","Retail: Fuel stations",3923015.93,100748
"2021-04-26","Credit","Retail: Other goods",28608632.7799999,245618
"2021-04-26","Credit","Transport services",3755735.94,137180
"2021-04-26","Debit","Accommodation",1010807.33,9269
"2021-04-26","Debit","Food and beverage services",2956394.31,124587
"2021-04-26","Debit","Other",6231348.46,38338
"2021-04-26","Debit","Professional services",1748467.28,15755
"2021-04-26","Debit","Retail: Food, beverage, tobacco",41967678.7499999,1210622
"2021-04-26","Debit","Retail: Fuel stations",8735825.18,244123
"2021-04-26","Debit","Retail: Other goods",32124283.56,420164
"2021-04-26","Debit","Transport services",7546890,65695
"2021-04-26","Mobile","Accommodation",53347.47,707
"2021-04-26","Mobile","Food and beverage services",280971.96,13496
"2021-04-26","Mobile","Other",1244129.17,11945
"2021-04-26","Mobile","Professional services",1677511.54,12903
"2021-04-26","Mobile","Retail: Food, beverage, tobacco",1439353.48,47371
"2021-04-26","Mobile","Retail: Fuel stations",91522.51,4460
"2021-04-26","Mobile","Retail: Other goods",3045304.28,25912
"2021-04-26","Mobile","Transport services",830171.99,47962
"2021-04-27","Credit","Accommodation",3073110.02,12844
"2021-04-27","Credit","Food and beverage services",3245609.65999999,92192
"2021-04-27","Credit","Other",6636719.89,50657
"2021-04-27","Credit","Professional services",3943198.57999999,39390
"2021-04-27","Credit","Retail: Food, beverage, tobacco",19822450.97,538134
"2021-04-27","Credit","Retail: Fuel stations",4040628.88999999,104185
"2021-04-27","Credit","Retail: Other goods",29121871.9999999,242426
"2021-04-27","Credit","Transport services",3488222.62,143179
"2021-04-27","Debit","Accommodation",1042937.77,11297
"2021-04-27","Debit","Food and beverage services",4055326.45,149010
"2021-04-27","Debit","Other",7449762.74,48800
"2021-04-27","Debit","Professional services",1566179.22,15287
"2021-04-27","Debit","Retail: Food, beverage, tobacco",39992631.81,1183111
"2021-04-27","Debit","Retail: Fuel stations",8754129.93,250917
"2021-04-27","Debit","Retail: Other goods",32364179.86,412984
"2021-04-27","Debit","Transport services",6718047.15,66578
"2021-04-27","Mobile","Accommodation",62122.03,842
"2021-04-27","Mobile","Food and beverage services",314393.3,14531
"2021-04-27","Mobile","Other",1007969.65,11376
"2021-04-27","Mobile","Professional services",1132156.05,9596
"2021-04-27","Mobile","Retail: Food, beverage, tobacco",1386511.89,47329
"2021-04-27","Mobile","Retail: Fuel stations",92591.49,4650
"2021-04-27","Mobile","Retail: Other goods",2268531.24,24495
"2021-04-27","Mobile","Transport services",729577.48,49146
"2021-04-28","Credit","Accommodation",3346981.81,12000
"2021-04-28","Credit","Food and beverage services",2651845.16,81881
"2021-04-28","Credit","Other",6738790.56,51467
"2021-04-28","Credit","Professional services",4753874.97999999,48179
"2021-04-28","Credit","Retail: Food, beverage, tobacco",20846850.9,547385
"2021-04-28","Credit","Retail: Fuel stations",4014983.80999999,102325
"2021-04-28","Credit","Retail: Other goods",30432587.0499999,258970
"2021-04-28","Credit","Transport services",3605689.25,144981
"2021-04-28","Debit","Accommodation",1060580.92,9651
"2021-04-28","Debit","Food and beverage services",3362203.16,135494
"2021-04-28","Debit","Other",7352663.08,48816
"2021-04-28","Debit","Professional services",1634263.93,15479
"2021-04-28","Debit","Retail: Food, beverage, tobacco",42151157.84,1201019
"2021-04-28","Debit","Retail: Fuel stations",8744968.25000001,246203
"2021-04-28","Debit","Retail: Other goods",34820035.87,441598
"2021-04-28","Debit","Transport services",6313189.97,68052
"2021-04-28","Mobile","Accommodation",63584.42,838
"2021-04-28","Mobile","Food and beverage services",330928.62,14513
"2021-04-28","Mobile","Other",994390.04,11274
"2021-04-28","Mobile","Professional services",1165074.69,9966
"2021-04-28","Mobile","Retail: Food, beverage, tobacco",1440628.99,46402
"2021-04-28","Mobile","Retail: Fuel stations",88817.54,4441
"2021-04-28","Mobile","Retail: Other goods",2223631.32,24775
"2021-04-28","Mobile","Transport services",732017.260000001,49802
"2021-04-29","Credit","Accommodation",3645533.86,10965
"2021-04-29","Credit","Food and beverage services",2411363.48,79319
"2021-04-29","Credit","Other",6665087.94,50398
"2021-04-29","Credit","Professional services",4253988.81,31327
"2021-04-29","Credit","Retail: Food, beverage, tobacco",24882231.8799999,581436
"2021-04-29","Credit","Retail: Fuel stations",4098883.2,102518
"2021-04-29","Credit","Retail: Other goods",31245939.2999999,259264
"2021-04-29","Credit","Transport services",3625057.63,145538
"2021-04-29","Debit","Accommodation",1080343.82,8436
"2021-04-29","Debit","Food and beverage services",3103385.34,131429
"2021-04-29","Debit","Other",7483372.12,48951
"2021-04-29","Debit","Professional services",1549047.81,14953
"2021-04-29","Debit","Retail: Food, beverage, tobacco",47872650.2,1244888
"2021-04-29","Debit","Retail: Fuel stations",8627558.58000001,241964
"2021-04-29","Debit","Retail: Other goods",34676596.9600001,430542
"2021-04-29","Debit","Transport services",6357490.82,67856
"2021-04-29","Mobile","Accommodation",60089.22,774
"2021-04-29","Mobile","Food and beverage services",341223.51,14943
"2021-04-29","Mobile","Other",1017364.35,11486
"2021-04-29","Mobile","Professional services",1151989.17,9864
"2021-04-29","Mobile","Retail: Food, beverage, tobacco",1529986.37,47117
"2021-04-29","Mobile","Retail: Fuel stations",87861,4338
"2021-04-29","Mobile","Retail: Other goods",2091652.26,24019
"2021-04-29","Mobile","Transport services",761508.66,51316
"2021-04-30","Credit","Accommodation",4759981.63,13558
"2021-04-30","Credit","Food and beverage services",3024565.36,85896
"2021-04-30","Credit","Other",7492758.62,56417
"2021-04-30","Credit","Professional services",4032532.62,32304
"2021-04-30","Credit","Retail: Food, beverage, tobacco",36511234.9500001,724781
"2021-04-30","Credit","Retail: Fuel stations",4683349.24000001,113434
"2021-04-30","Credit","Retail: Other goods",34541948.59,282580
"2021-04-30","Credit","Transport services",4528485.66,206664
"2021-04-30","Debit","Accommodation",1522529,10520
"2021-04-30","Debit","Food and beverage services",3951667.94,144241
"2021-04-30","Debit","Other",8648586.49,54402
"2021-04-30","Debit","Professional services",1810748.58,16351
"2021-04-30","Debit","Retail: Food, beverage, tobacco",72401217.8900001,1544368
"2021-04-30","Debit","Retail: Fuel stations",9788788.62999998,265274
"2021-04-30","Debit","Retail: Other goods",40254058.4000001,496999
"2021-04-30","Debit","Transport services",7167185.73,74887
"2021-04-30","Mobile","Accommodation",76104.77,914
"2021-04-30","Mobile","Food and beverage services",452704.36,16351
"2021-04-30","Mobile","Other",1099613.17,12566
"2021-04-30","Mobile","Professional services",1042864.75,8919
"2021-04-30","Mobile","Retail: Food, beverage, tobacco",2069269.78,52975
"2021-04-30","Mobile","Retail: Fuel stations",97779.74,4400
"2021-04-30","Mobile","Retail: Other goods",2120329.44,23501
"2021-04-30","Mobile","Transport services",891449.06,59807
"2021-05-01","Credit","Accommodation",3999785,11378
"2021-05-01","Credit","Food and beverage services",2356514.25,53397
"2021-05-01","Credit","Other",5090483.62,48410
"2021-05-01","Credit","Professional services",1918092.23,22038
"2021-05-01","Credit","Retail: Food, beverage, tobacco",26225673.5499999,493442
"2021-05-01","Credit","Retail: Fuel stations",4628697.51,113760
"2021-05-01","Credit","Retail: Other goods",34014772.3,262225
"2021-05-01","Credit","Transport services",2326061.78,136857
"2021-05-01","Debit","Accommodation",1518996.49,9206
"2021-05-01","Debit","Food and beverage services",3106903.53,87634
"2021-05-01","Debit","Other",4079779.93,36226
"2021-05-01","Debit","Professional services",474739.79,6757
"2021-05-01","Debit","Retail: Food, beverage, tobacco",54215305.2500001,1062143
"2021-05-01","Debit","Retail: Fuel stations",10016006.25,262798
"2021-05-01","Debit","Retail: Other goods",41489225.62,468654
"2021-05-01","Debit","Transport services",3078216.46,54271
"2021-05-01","Mobile","Accommodation",60003.11,565
"2021-05-01","Mobile","Food and beverage services",330686.56,7990
"2021-05-01","Mobile","Other",1162259.75,13478
"2021-05-01","Mobile","Professional services",660558.99,5560
"2021-05-01","Mobile","Retail: Food, beverage, tobacco",1528631.6,34109
"2021-05-01","Mobile","Retail: Fuel stations",100503.89,4146
"2021-05-01","Mobile","Retail: Other goods",2265693.11,22579
"2021-05-01","Mobile","Transport services",633523.92,48076
"2021-05-02","Credit","Accommodation",5400707.88000001,12696
"2021-05-02","Credit","Food and beverage services",1868627.56,42250
"2021-05-02","Credit","Other",2432643.48,30518
"2021-05-02","Credit","Professional services",1888237.91,22566
"2021-05-02","Credit","Retail: Food, beverage, tobacco",3029768.15,113739
"2021-05-02","Credit","Retail: Fuel stations",3788360.52999999,105412
"2021-05-02","Credit","Retail: Other goods",8855821.11000003,55835
"2021-05-02","Credit","Transport services",1882012.32,94867
"2021-05-02","Debit","Accommodation",1797298.64,9169
"2021-05-02","Debit","Food and beverage services",2175560.24,60541
"2021-05-02","Debit","Other",973655.99,18519
"2021-05-02","Debit","Professional services",180217.27,3132
"2021-05-02","Debit","Retail: Food, beverage, tobacco",4231256.03000001,210583
"2021-05-02","Debit","Retail: Fuel stations",8144616.9,242046
"2021-05-02","Debit","Retail: Other goods",1524209.97,24244
"2021-05-02","Debit","Transport services",360840.21,19355
"2021-05-02","Mobile","Accommodation",69904.13,492
"2021-05-02","Mobile","Food and beverage services",271296.35,6684
"2021-05-02","Mobile","Other",980966.52,11141
"2021-05-02","Mobile","Professional services",688464.48,6020
"2021-05-02","Mobile","Retail: Food, beverage, tobacco",483401.99,12537
"2021-05-02","Mobile","Retail: Fuel stations",95800.83,4519
"2021-05-02","Mobile","Retail: Other goods",1856611.71,17201
"2021-05-02","Mobile","Transport services",652059.2,35595
"2021-05-03","Credit","Accommodation",3647310.33999999,13621
"2021-05-03","Credit","Food and beverage services",2873980.84,87106
"2021-05-03","Credit","Other",5399000.27,44040
"2021-05-03","Credit","Professional services",3925473.25,34848
"2021-05-03","Credit","Retail: Food, beverage, tobacco",20885052.85,570626
"2021-05-03","Credit","Retail: Fuel stations",4063468.06999999,104931
"2021-05-03","Credit","Retail: Other goods",28297189.0399999,251815
"2021-05-03","Credit","Transport services",3574862.61,149016
"2021-05-03","Debit","Accommodation",1136985.01,10971
"2021-05-03","Debit","Food and beverage services",3491898.56,138584
"2021-05-03","Debit","Other",5650965.71,36862
"2021-05-03","Debit","Professional services",1734347.61,16469
"2021-05-03","Debit","Retail: Food, beverage, tobacco",40901392.61,1211526
"2021-05-03","Debit","Retail: Fuel stations",8570606.1,244420
"2021-05-03","Debit","Retail: Other goods",30328206.17,399047
"2021-05-03","Debit","Transport services",8273577.2,71139
"2021-05-03","Mobile","Accommodation",63429.23,879
"2021-05-03","Mobile","Food and beverage services",285456.66,14088
"2021-05-03","Mobile","Other",1145689.72,11606
"2021-05-03","Mobile","Professional services",1020844.52,9325
"2021-05-03","Mobile","Retail: Food, beverage, tobacco",1395995.43,48890
"2021-05-03","Mobile","Retail: Fuel stations",90579.45,4551
"2021-05-03","Mobile","Retail: Other goods",2646135.53,24251
"2021-05-03","Mobile","Transport services",773871.93,50784
"2021-05-04","Credit","Accommodation",3136930.78,12023
"2021-05-04","Credit","Food and beverage services",2525843.11999999,82433
"2021-05-04","Credit","Other",6181054.72,49195
"2021-05-04","Credit","Professional services",3785895.63999999,33301
"2021-05-04","Credit","Retail: Food, beverage, tobacco",20826048.07,556639
"2021-05-04","Credit","Retail: Fuel stations",3987509.62,101826
"2021-05-04","Credit","Retail: Other goods",29490044.3599999,240629
"2021-05-04","Credit","Transport services",3115321.09,146017
"2021-05-04","Debit","Accommodation",946115.11,9183
"2021-05-04","Debit","Food and beverage services",3065386.43,131586
"2021-05-04","Debit","Other",6823426.95,45949
"2021-05-04","Debit","Professional services",1623721.96,15100
"2021-05-04","Debit","Retail: Food, beverage, tobacco",40169304.8,1176739
"2021-05-04","Debit","Retail: Fuel stations",8294236.47,235888
"2021-05-04","Debit","Retail: Other goods",30834529.49,396791
"2021-05-04","Debit","Transport services",6079304.84,65596
"2021-05-04","Mobile","Accommodation",56408.6,780
"2021-05-04","Mobile","Food and beverage services",298478.83,14673
"2021-05-04","Mobile","Other",1073323.88,12132
"2021-05-04","Mobile","Professional services",1349475.05,11689
"2021-05-04","Mobile","Retail: Food, beverage, tobacco",1359689.64,47261
"2021-05-04","Mobile","Retail: Fuel stations",85967.67,4362
"2021-05-04","Mobile","Retail: Other goods",2339985.99,24674
"2021-05-04","Mobile","Transport services",677160.280000001,49796
"2021-05-05","Credit","Accommodation",3694730.42,11783
"2021-05-05","Credit","Food and beverage services",2378807.43999999,79385
"2021-05-05","Credit","Other",7558297.03,55643
"2021-05-05","Credit","Professional services",4031027.73999999,33720
"2021-05-05","Credit","Retail: Food, beverage, tobacco",21892825.34,563573
"2021-05-05","Credit","Retail: Fuel stations",4105077.43,103713
"2021-05-05","Credit","Retail: Other goods",31588567.2799998,268747
"2021-05-05","Credit","Transport services",3032637.24,152991
"2021-05-05","Debit","Accommodation",1069973.61,8735
"2021-05-05","Debit","Food and beverage services",2968674.19,128709
"2021-05-05","Debit","Other",7212480.39,47604
"2021-05-05","Debit","Professional services",1644359.37,15562
"2021-05-05","Debit","Retail: Food, beverage, tobacco",42289417.2300001,1184659
"2021-05-05","Debit","Retail: Fuel stations",8557218.92,239154
"2021-05-05","Debit","Retail: Other goods",34258966.78,431085
"2021-05-05","Debit","Transport services",5414011.09,67626
"2021-05-05","Mobile","Accommodation",51618.72,738
"2021-05-05","Mobile","Food and beverage services",315067.03,14605
"2021-05-05","Mobile","Other",988353.7,11792
"2021-05-05","Mobile","Professional services",1397967.92,13586
"2021-05-05","Mobile","Retail: Food, beverage, tobacco",1458394.62,47090
"2021-05-05","Mobile","Retail: Fuel stations",86672.75,4232
"2021-05-05","Mobile","Retail: Other goods",2544402.52,29263
"2021-05-05","Mobile","Transport services",746622.69,53088
"2021-05-06","Credit","Accommodation",3848450.08,11741
"2021-05-06","Credit","Food and beverage services",2259800.45999999,77078
"2021-05-06","Credit","Other",6492414.39,49500
"2021-05-06","Credit","Professional services",4535163.59999999,35726
"2021-05-06","Credit","Retail: Food, beverage, tobacco",23537421.07,563969
"2021-05-06","Credit","Retail: Fuel stations",4170456.68,103374
"2021-05-06","Credit","Retail: Other goods",30016071.5399998,254602
"2021-05-06","Credit","Transport services",2893758.71,157005
"2021-05-06","Debit","Accommodation",1185540.3,8808
"2021-05-06","Debit","Food and beverage services",2817600.82,126936
"2021-05-06","Debit","Other",7079830.01,47717
"2021-05-06","Debit","Professional services",1527954.86,14882
"2021-05-06","Debit","Retail: Food, beverage, tobacco",44869813.33,1188192
"2021-05-06","Debit","Retail: Fuel stations",8498883.59000002,235457
"2021-05-06","Debit","Retail: Other goods",32617926.11,404767
"2021-05-06","Debit","Transport services",4441346.01,66764
"2021-05-06","Mobile","Accommodation",62308.41,695
"2021-05-06","Mobile","Food and beverage services",347396,15412
"2021-05-06","Mobile","Other",930484.51,11373
"2021-05-06","Mobile","Professional services",1576264.89,13838
"2021-05-06","Mobile","Retail: Food, beverage, tobacco",1469125,46469
"2021-05-06","Mobile","Retail: Fuel stations",84795.83,4059
"2021-05-06","Mobile","Retail: Other goods",2435095.33,28252
"2021-05-06","Mobile","Transport services",721689.020000001,53733
"2021-05-07","Credit","Accommodation",5081407.76,14836
"2021-05-07","Credit","Food and beverage services",3553211.70999999,98372
"2021-05-07","Credit","Other",7295598.58,56220
"2021-05-07","Credit","Professional services",4448611.79,35454
"2021-05-07","Credit","Retail: Food, beverage, tobacco",33731094.04,702118
"2021-05-07","Credit","Retail: Fuel stations",5005386.43000002,121179
"2021-05-07","Credit","Retail: Other goods",34336940.21,290442
"2021-05-07","Credit","Transport services",2993925.87,175861
"2021-05-07","Debit","Accommodation",1568941.22,11274
"2021-05-07","Debit","Food and beverage services",4449172.96000001,158692
"2021-05-07","Debit","Other",8483833.14,54744
"2021-05-07","Debit","Professional services",1765919.11,16722
"2021-05-07","Debit","Retail: Food, beverage, tobacco",66584815.1200001,1475250
"2021-05-07","Debit","Retail: Fuel stations",10230019.32,275213
"2021-05-07","Debit","Retail: Other goods",40664822.13,501825
"2021-05-07","Debit","Transport services",4369190.72,73327
"2021-05-07","Mobile","Accommodation",75829.55,819
"2021-05-07","Mobile","Food and beverage services",444202.77,17216
"2021-05-07","Mobile","Other",919383.12,11794
"2021-05-07","Mobile","Professional services",1518768,13247
"2021-05-07","Mobile","Retail: Food, beverage, tobacco",1945357.58,53105
"2021-05-07","Mobile","Retail: Fuel stations",99800.95,4523
"2021-05-07","Mobile","Retail: Other goods",2379590.51,28893
"2021-05-07","Mobile","Transport services",791357.13,61800
"2021-05-08","Credit","Accommodation",5379077.09,22581
"2021-05-08","Credit","Food and beverage services",6618138.00000002,116614
"2021-05-08","Credit","Other",5784502.51,54906
"2021-05-08","Credit","Professional services",1865543.09,22814
"2021-05-08","Credit","Retail: Food, beverage, tobacco",37706259.1999998,755279
"2021-05-08","Credit","Retail: Fuel stations",5404269.87000001,131351
"2021-05-08","Credit","Retail: Other goods",44367326.35,373361
"2021-05-08","Credit","Transport services",2797315.23,195604
"2021-05-08","Debit","Accommodation",2364149.44,20416
"2021-05-08","Debit","Food and beverage services",7725576.96,172448
"2021-05-08","Debit","Other",5712522.67,49402
"2021-05-08","Debit","Professional services",684000.57,10119
"2021-05-08","Debit","Retail: Food, beverage, tobacco",74465036.4400001,1547783
"2021-05-08","Debit","Retail: Fuel stations",10899696.79,290048
"2021-05-08","Debit","Retail: Other goods",55019131.23,663881
"2021-05-08","Debit","Transport services",2751727.79,71518
"2021-05-08","Mobile","Accommodation",83700.36,990
"2021-05-08","Mobile","Food and beverage services",400700.85,10623
"2021-05-08","Mobile","Other",643819.24,8932
"2021-05-08","Mobile","Professional services",340812.58,4322
"2021-05-08","Mobile","Retail: Food, beverage, tobacco",1981457.39,49882
"2021-05-08","Mobile","Retail: Fuel stations",110149.11,4493
"2021-05-08","Mobile","Retail: Other goods",2548485.82,26797
"2021-05-08","Mobile","Transport services",806946.33,67284
"2021-05-09","Credit","Accommodation",6850070.46999999,23274
"2021-05-09","Credit","Food and beverage services",6595234.82,86844
"2021-05-09","Credit","Other",2154496.89,30003
"2021-05-09","Credit","Professional services",1568400.33,22997
"2021-05-09","Credit","Retail: Food, beverage, tobacco",3230323.19000001,135318
"2021-05-09","Credit","Retail: Fuel stations",5260887.61999999,148236
"2021-05-09","Credit","Retail: Other goods",7544623.44000002,57474
"2021-05-09","Credit","Transport services",2533191.31,143258
"2021-05-09","Debit","Accommodation",2937783.68,19833
"2021-05-09","Debit","Food and beverage services",6646714.43000001,112184
"2021-05-09","Debit","Other",894756.37,17834
"2021-05-09","Debit","Professional services",291869.23,5701
"2021-05-09","Debit","Retail: Food, beverage, tobacco",4763060.17,245674
"2021-05-09","Debit","Retail: Fuel stations",10838972.42,326287
"2021-05-09","Debit","Retail: Other goods",2601306.17,44701
"2021-05-09","Debit","Transport services",505672,29152
"2021-05-09","Mobile","Accommodation",98838.67,1068
"2021-05-09","Mobile","Food and beverage services",348981.06,8458
"2021-05-09","Mobile","Other",549006.31,7447
"2021-05-09","Mobile","Professional services",316179.14,3844
"2021-05-09","Mobile","Retail: Food, beverage, tobacco",411154.95,13922
"2021-05-09","Mobile","Retail: Fuel stations",133326.82,6053
"2021-05-09","Mobile","Retail: Other goods",1421832.95,14183
"2021-05-09","Mobile","Transport services",803841.84,49048
"2021-05-10","Credit","Accommodation",3496830.78999999,11595
"2021-05-10","Credit","Food and beverage services",2231250.23999999,76263
"2021-05-10","Credit","Other",5628868.75,46248
"2021-05-10","Credit","Professional services",5678036.47,50190
"2021-05-10","Credit","Retail: Food, beverage, tobacco",19647533.3499999,545082
"2021-05-10","Credit","Retail: Fuel stations",4058847.77999999,103236
"2021-05-10","Credit","Retail: Other goods",28790202.7199999,247322
"2021-05-10","Credit","Transport services",3026591.74,146474
"2021-05-10","Debit","Accommodation",911331.420000001,8508
"2021-05-10","Debit","Food and beverage services",2602472.35,121950
"2021-05-10","Debit","Other",5232440.88,34596
"2021-05-10","Debit","Professional services",1652164.23,15210
"2021-05-10","Debit","Retail: Food, beverage, tobacco",37477297.1700001,1141548
"2021-05-10","Debit","Retail: Fuel stations",8195278.76999999,229867
"2021-05-10","Debit","Retail: Other goods",28563684.58,380750
"2021-05-10","Debit","Transport services",3845270.55,62292
"2021-05-10","Mobile","Accommodation",58025.87,830
"2021-05-10","Mobile","Food and beverage services",291517.01,15854
"2021-05-10","Mobile","Other",839928.11,9958
"2021-05-10","Mobile","Professional services",2347651.17,18106
"2021-05-10","Mobile","Retail: Food, beverage, tobacco",1323544.9,49063
"2021-05-10","Mobile","Retail: Fuel stations",87530.33,4409
"2021-05-10","Mobile","Retail: Other goods",2786334.4,25603
"2021-05-10","Mobile","Transport services",799840.459999999,50039
"2021-05-11","Credit","Accommodation",2932359.88,10360
"2021-05-11","Credit","Food and beverage services",2005372.25999999,74679
"2021-05-11","Credit","Other",6118157.21,48005
"2021-05-11","Credit","Professional services",5123238.38,42827
"2021-05-11","Credit","Retail: Food, beverage, tobacco",23072124.41,571272
"2021-05-11","Credit","Retail: Fuel stations",4124963.08999999,102217
"2021-05-11","Credit","Retail: Other goods",29380324.1699999,244186
"2021-05-11","Credit","Transport services",2502229.3,151401
"2021-05-11","Debit","Accommodation",833026.37,7324
"2021-05-11","Debit","Food and beverage services",2446369.89,121036
"2021-05-11","Debit","Other",6639520.55,44983
"2021-05-11","Debit","Professional services",1595212.08,15040
"2021-05-11","Debit","Retail: Food, beverage, tobacco",44241466.88,1184570
