"Date","Payment method","Cardholder origin","Channel","Amount CHF","Number of transactions"
"2020-10-12","Debit","Foreign","All",1207601.11,22708
"2020-10-12","Mobile","all","all",4683965.58,107454
"2020-10-13","Credit","Domestic","E-comm",12306117.83,197138
"2020-10-13","Credit","Domestic","POS",37299334.9,648678
"2020-10-13","Credit","Foreign","E-comm",2589889.28,17116
"2020-10-13","Credit","Foreign","POS",5370955.84000001,90566
"2020-10-13","Debit","Domestic","All",93411132.5700001,2115496
"2020-10-13","Debit","Foreign","All",1078262.37,21516
"2020-10-13","Mobile","all","all",4136122.94,105600
"2020-10-14","Credit","Domestic","E-comm",12233223.29,198749
"2020-10-14","Credit","Domestic","POS",39986713.4,670649
"2020-10-14","Credit","Foreign","E-comm",2485485.39999999,17166
"2020-10-14","Credit","Foreign","POS",5028465.25,91899
"2020-10-14","Debit","Domestic","All",97067926.44,2158687
"2020-10-14","Debit","Foreign","All",1143690.79,22224
"2020-10-14","Mobile","all","all",4133002.31,106813
"2020-10-15","Credit","Domestic","E-comm",12732376.55,211759
"2020-10-15","Credit","Domestic","POS",43622632.28,691579
"2020-10-15","Credit","Foreign","E-comm",2228854.85,16825
"2020-10-15","Credit","Foreign","POS",5315259.57999998,93799
"2020-10-15","Debit","Domestic","All",103807390.46,2205524
"2020-10-15","Debit","Foreign","All",1230070.16,22783
"2020-10-15","Mobile","all","all",4089449.88,106495
"2020-10-16","Credit","Domestic","E-comm",12968005.15,209644
"2020-10-16","Credit","Domestic","POS",53970407.85,782847
"2020-10-16","Credit","Foreign","E-comm",2207524.76,17593
"2020-10-16","Credit","Foreign","POS",5964830.84000003,100203
"2020-10-16","Debit","Domestic","All",128444087.96,2489748
"2020-10-16","Debit","Foreign","All",1443078.41,25017
"2020-10-16","Mobile","all","all",4648971.26,114961
"2020-10-17","Credit","Domestic","E-comm",8975686.33,179386
"2020-10-17","Credit","Domestic","POS",63365505.52,820602
"2020-10-17","Credit","Foreign","E-comm",1004919.74,14539
"2020-10-17","Credit","Foreign","POS",6415380.62000001,98077
"2020-10-17","Debit","Domestic","All",142621360.48,2493476
"2020-10-17","Debit","Foreign","All",1643231.59,26229
"2020-10-17","Mobile","all","all",4742516.36,99785
"2020-10-18","Credit","Domestic","E-comm",10149130.43,157480
"2020-10-18","Credit","Domestic","POS",13511128.68,233367
"2020-10-18","Credit","Foreign","E-comm",988551.870000001,13201
"2020-10-18","Credit","Foreign","POS",2610352.82999999,46877
"2020-10-18","Debit","Domestic","All",23195452.2,664795
"2020-10-18","Debit","Foreign","All",627001.52,12196
"2020-10-18","Mobile","all","all",2697669.76,60545
"2020-10-19","Credit","Domestic","E-comm",13550210.73,194623
"2020-10-19","Credit","Domestic","POS",33564441.77,626333
"2020-10-19","Credit","Foreign","E-comm",2671288.69999999,16962
"2020-10-19","Credit","Foreign","POS",4590003.11,88292
"2020-10-19","Debit","Domestic","All",86217792.81,2040728
"2020-10-19","Debit","Foreign","All",918079.950000001,18522
"2020-10-19","Mobile","all","all",4206354.01,102912
"2020-10-20","Credit","Domestic","E-comm",13001434.62,192313
"2020-10-20","Credit","Domestic","POS",35692061.95,637156
"2020-10-20","Credit","Foreign","E-comm",2546575.45,15876
"2020-10-20","Credit","Foreign","POS",4704646.13,85319
"2020-10-20","Debit","Domestic","All",88057296.75,2032631
"2020-10-20","Debit","Foreign","All",845981.31,17581
"2020-10-20","Mobile","all","all",4353404.43,102322
"2020-10-21","Credit","Domestic","E-comm",12370533.66,185697
"2020-10-21","Credit","Domestic","POS",38158453.11,656053
"2020-10-21","Credit","Foreign","E-comm",2362697.47,15475
"2020-10-21","Credit","Foreign","POS",4779488.1,85748
"2020-10-21","Debit","Domestic","All",92157123.3200001,2079766
"2020-10-21","Debit","Foreign","All",889980.680000001,17813
"2020-10-21","Mobile","all","all",4265237.42,104777
"2020-10-22","Credit","Domestic","E-comm",13120949.96,193364
"2020-10-22","Credit","Domestic","POS",40381907.16,673368
"2020-10-22","Credit","Foreign","E-comm",2431231.58,15523
"2020-10-22","Credit","Foreign","POS",4632091.3,87378
"2020-10-22","Debit","Domestic","All",97087571.1499999,2109976
"2020-10-22","Debit","Foreign","All",894913.540000003,18023
"2020-10-22","Mobile","all","all",4120877.75,104373
"2020-10-23","Credit","Domestic","E-comm",13029711.7,211379
"2020-10-23","Credit","Domestic","POS",49936047.58,719178
"2020-10-23","Credit","Foreign","E-comm",2256647.50999999,17054
"2020-10-23","Credit","Foreign","POS",5343145.67000004,87342
"2020-10-23","Debit","Domestic","All",138545008.66,2519787
"2020-10-23","Debit","Foreign","All",1187031.79,19478
"2020-10-23","Mobile","all","all",6174058.06,125810
"2020-10-24","Credit","Domestic","E-comm",10110931.24,171202
"2020-10-24","Credit","Domestic","POS",62434712.7,804624
"2020-10-24","Credit","Foreign","E-comm",1067166.43,14484
"2020-10-24","Credit","Foreign","POS",5698739.88000005,89121
"2020-10-24","Debit","Domestic","All",159164516.9,2690212
"2020-10-24","Debit","Foreign","All",1305483.21,20531
"2020-10-24","Mobile","all","all",5475794.51,108280
"2020-10-25","Credit","Domestic","E-comm",11065803.42,165084
"2020-10-25","Credit","Domestic","POS",12165040.69,232507
"2020-10-25","Credit","Foreign","E-comm",997360.320000002,13916
"2020-10-25","Credit","Foreign","POS",2209723.81999999,42307
"2020-10-25","Debit","Domestic","All",25480002.37,736875
"2020-10-25","Debit","Foreign","All",405121.689999999,8999
"2020-10-25","Mobile","all","all",3512162.03,69274
"2020-10-26","Credit","Domestic","E-comm",15284324.09,200862
"2020-10-26","Credit","Domestic","POS",31847775.13,565395
"2020-10-26","Credit","Foreign","E-comm",2569179.26999999,16898
"2020-10-26","Credit","Foreign","POS",4251695.42,77413
"2020-10-26","Debit","Domestic","All",100389526.08,2117459
"2020-10-26","Debit","Foreign","All",830156.01,15738
"2020-10-26","Mobile","all","all",5887524.78,117405
"2020-10-27","Credit","Domestic","E-comm",13754707.38,184039
"2020-10-27","Credit","Domestic","POS",35855988.32,619084
"2020-10-27","Credit","Foreign","E-comm",2310351.87,15229
"2020-10-27","Credit","Foreign","POS",4063147.06999999,78187
"2020-10-27","Debit","Domestic","All",103894679.19,2217887
"2020-10-27","Debit","Foreign","All",769342.300000001,15093
"2020-10-27","Mobile","all","all",5017024.15,112823
"2020-10-28","Credit","Domestic","E-comm",14253333.19,192940
"2020-10-28","Credit","Domestic","POS",37332977.87,624276
"2020-10-28","Credit","Foreign","E-comm",2405178.21,17655
"2020-10-28","Credit","Foreign","POS",4302788.92999998,78774
"2020-10-28","Debit","Domestic","All",106596307.01,2239724
"2020-10-28","Debit","Foreign","All",816440.61,15409
"2020-10-28","Mobile","all","all",5227524.85,112103
"2020-10-29","Credit","Domestic","E-comm",14060328.62,192875
"2020-10-29","Credit","Domestic","POS",38977231.52,637732
"2020-10-29","Credit","Foreign","E-comm",2509000.22,18901
"2020-10-29","Credit","Foreign","POS",5399576.88000003,84701
"2020-10-29","Debit","Domestic","All",108178313.97,2236704
"2020-10-29","Debit","Foreign","All",824794.15,15858
"2020-10-29","Mobile","all","all",5354578.41,112749
"2020-10-30","Credit","Domestic","E-comm",13019080.42,185408
"2020-10-30","Credit","Domestic","POS",52214347.14,771438
"2020-10-30","Credit","Foreign","E-comm",2307703.76,17809
"2020-10-30","Credit","Foreign","POS",5791886.04000003,87244
"2020-10-30","Debit","Domestic","All",137577216.31,2625553
"2020-10-30","Debit","Foreign","All",1072917.23,18322
"2020-10-30","Mobile","all","all",5304565.39,112517
"2020-10-31","Credit","Domestic","E-comm",9762052.62,169866
"2020-10-31","Credit","Domestic","POS",63696212.6,832161
"2020-10-31","Credit","Foreign","E-comm",1053632.19,14217
"2020-10-31","Credit","Foreign","POS",4951428.38999999,78883
"2020-10-31","Debit","Domestic","All",157556303.3,2719331
"2020-10-31","Debit","Foreign","All",1232278.21,19617
"2020-10-31","Mobile","all","all",5120923.34,108023
"2020-11-01","Credit","Domestic","E-comm",12248389.68,158042
"2020-11-01","Credit","Domestic","POS",9099650.41,185092
"2020-11-01","Credit","Foreign","E-comm",1011202.2,12516
"2020-11-01","Credit","Foreign","POS",1790663.18,31598
"2020-11-01","Debit","Domestic","All",19652772,609566
"2020-11-01","Debit","Foreign","All",340217.81,7314
"2020-11-01","Mobile","all","all",3708787.63,66653
"2020-11-02","Credit","Domestic","E-comm",14683506.47,197708
"2020-11-02","Credit","Domestic","POS",33346069.28,594948
"2020-11-02","Credit","Foreign","E-comm",2309770.24,15781
"2020-11-02","Credit","Foreign","POS",5197778.95,79607
"2020-11-02","Debit","Domestic","All",97175273.0099999,2139679
"2020-11-02","Debit","Foreign","All",749699.610000001,14987
"2020-11-02","Mobile","all","all",4927304.09,108797
"2020-11-03","Credit","Domestic","E-comm",14034010.23,175822
"2020-11-03","Credit","Domestic","POS",32742834.91,577505
"2020-11-03","Credit","Foreign","E-comm",2208211.11,13984
"2020-11-03","Credit","Foreign","POS",3824427.47,66434
"2020-11-03","Debit","Domestic","All",95734584.16,2067848
"2020-11-03","Debit","Foreign","All",739103.769999999,14158
"2020-11-03","Mobile","all","all",4635026.01,106110
"2020-11-04","Credit","Domestic","E-comm",12942126.33,169747
"2020-11-04","Credit","Domestic","POS",34721035.55,594522
"2020-11-04","Credit","Foreign","E-comm",2370380.14,13428
"2020-11-04","Credit","Foreign","POS",3779493.97999999,67690
"2020-11-04","Debit","Domestic","All",99973719.6500001,2131446
"2020-11-04","Debit","Foreign","All",818912.93,14907
"2020-11-04","Mobile","all","all",5704017.7,112356
"2020-11-05","Credit","Domestic","E-comm",14404179.48,186215
"2020-11-05","Credit","Domestic","POS",36117930.13,614282
"2020-11-05","Credit","Foreign","E-comm",2515194.48999999,17800
"2020-11-05","Credit","Foreign","POS",4016027.76,69609
"2020-11-05","Debit","Domestic","All",101091484.28,2155156
"2020-11-05","Debit","Foreign","All",793250.510000001,15393
"2020-11-05","Mobile","all","all",5546871.04,116614
"2020-11-06","Credit","Domestic","E-comm",14291775.27,190859
"2020-11-06","Credit","Domestic","POS",48226476.43,731350
"2020-11-06","Credit","Foreign","E-comm",2202160.76,19422
"2020-11-06","Credit","Foreign","POS",4277155.71,75509
"2020-11-06","Debit","Domestic","All",130093931.6,2517784
"2020-11-06","Debit","Foreign","All",992431.210000002,17116
"2020-11-06","Mobile","all","all",5846669.16,125370
"2020-11-07","Credit","Domestic","E-comm",9825502.09,170749
"2020-11-07","Credit","Domestic","POS",60955875.91,809244
"2020-11-07","Credit","Foreign","E-comm",1054435.76,13362
"2020-11-07","Credit","Foreign","POS",4245315.39999999,69811
"2020-11-07","Debit","Domestic","All",151938213.99,2646926
"2020-11-07","Debit","Foreign","All",1196915.94,18815
"2020-11-07","Mobile","all","all",5122651.16,108572
"2020-11-08","Credit","Domestic","E-comm",11637176.2,149173
"2020-11-08","Credit","Domestic","POS",8886545.63999998,191307
"2020-11-08","Credit","Foreign","E-comm",1100800.7,11743
"2020-11-08","Credit","Foreign","POS",1282089.85,25794
"2020-11-08","Debit","Domestic","All",19053186.88,612836
"2020-11-08","Debit","Foreign","All",252344.4,6034
"2020-11-08","Mobile","all","all",3514017.08,65724
"2020-11-09","Credit","Domestic","E-comm",15334634.07,193977
"2020-11-09","Credit","Domestic","POS",29211160.77,570279
"2020-11-09","Credit","Foreign","E-comm",2467264.78999999,15391
"2020-11-09","Credit","Foreign","POS",3408282.43999999,68323
"2020-11-09","Debit","Domestic","All",86124790.2200001,2033005
"2020-11-09","Debit","Foreign","All",677325.540000001,13735
"2020-11-09","Mobile","all","all",5424783.92,112656
"2020-11-10","Credit","Domestic","E-comm",14603443.31,185635
"2020-11-10","Credit","Domestic","POS",32780661.3,596797
"2020-11-10","Credit","Foreign","E-comm",2420482.68,15227
"2020-11-10","Credit","Foreign","POS",3278709.55999999,65808
"2020-11-10","Debit","Domestic","All",90276651.07,2059204
"2020-11-10","Debit","Foreign","All",691491.770000001,13669
"2020-11-10","Mobile","all","all",5256355.27,114296
"2020-11-11","Credit","Domestic","E-comm",18107665.9,196627
"2020-11-11","Credit","Domestic","POS",35679080.84,622586
"2020-11-11","Credit","Foreign","E-comm",2370107.52,15374
"2020-11-11","Credit","Foreign","POS",3634515.91999999,69066
"2020-11-11","Debit","Domestic","All",94081150.99,2117349
"2020-11-11","Debit","Foreign","All",741225.06,14332
"2020-11-11","Mobile","all","all",5664548.49,116325
"2020-11-12","Credit","Domestic","E-comm",13680247.66,192183
"2020-11-12","Credit","Domestic","POS",36265624.78,639632
"2020-11-12","Credit","Foreign","E-comm",2442694.09,14648
"2020-11-12","Credit","Foreign","POS",3816055.90999998,70468
"2020-11-12","Debit","Domestic","All",94763441.0199999,2128011
"2020-11-12","Debit","Foreign","All",754818.579999999,14824
"2020-11-12","Mobile","all","all",4761934.23,110067
"2020-11-13","Credit","Domestic","E-comm",12401278.03,192154
"2020-11-13","Credit","Domestic","POS",49643681.82,772603
"2020-11-13","Credit","Foreign","E-comm",2367379.66,15320
"2020-11-13","Credit","Foreign","POS",4425022.37000001,78130
"2020-11-13","Debit","Domestic","All",125133679.15,2518614
"2020-11-13","Debit","Foreign","All",991271.83,17578
"2020-11-13","Mobile","all","all",5078941.83,122773
"2020-11-14","Credit","Domestic","E-comm",9521125.97,171099
"2020-11-14","Credit","Domestic","POS",62016920.67,853377
"2020-11-14","Credit","Foreign","E-comm",1021245.3,12845
"2020-11-14","Credit","Foreign","POS",4147700.69999999,73862
"2020-11-14","Debit","Domestic","All",146103202.93,2626615
"2020-11-14","Debit","Foreign","All",1233059.77,19879
"2020-11-14","Mobile","all","all",4704580.33,105843
"2020-11-15","Credit","Domestic","E-comm",11040296.09,157266
"2020-11-15","Credit","Domestic","POS",9753119.92000001,210612
"2020-11-15","Credit","Foreign","E-comm",1074570.27,12085
"2020-11-15","Credit","Foreign","POS",1543929.21,27709
"2020-11-15","Debit","Domestic","All",19327385.83,625493
"2020-11-15","Debit","Foreign","All",266440.81,6522
"2020-11-15","Mobile","all","all",3162994.11,65473
"2020-11-16","Credit","Domestic","E-comm",14600129.28,196757
"2020-11-16","Credit","Domestic","POS",31918963.12,604337
"2020-11-16","Credit","Foreign","E-comm",2691790.47999999,15464
"2020-11-16","Credit","Foreign","POS",3489676.07999999,69815
"2020-11-16","Debit","Domestic","All",85528044.7199999,2018879
"2020-11-16","Debit","Foreign","All",738138.189999999,14279
"2020-11-16","Mobile","all","all",4613433.02,108257
"2020-11-17","Credit","Domestic","E-comm",13736693.38,184711
"2020-11-17","Credit","Domestic","POS",33377463.92,620706
"2020-11-17","Credit","Foreign","E-comm",2548516.16,14368
"2020-11-17","Credit","Foreign","POS",3399547.38,68269
"2020-11-17","Debit","Domestic","All",85732325.1,2014352
"2020-11-17","Debit","Foreign","All",676636.49,13952
"2020-11-17","Mobile","all","all",4124181.43,105937
"2020-11-18","Credit","Domestic","E-comm",13090184,182897
"2020-11-18","Credit","Domestic","POS",35584414.94,650303
"2020-11-18","Credit","Foreign","E-comm",2357544.25,14612
"2020-11-18","Credit","Foreign","POS",3577931.42999999,70290
"2020-11-18","Debit","Domestic","All",89659988.8199999,2073284
"2020-11-18","Debit","Foreign","All",769372.06,15393
"2020-11-18","Mobile","all","all",4583102.37,111007
"2020-11-19","Credit","Domestic","E-comm",13260296.14,190784
"2020-11-19","Credit","Domestic","POS",39471077.76,671634
"2020-11-19","Credit","Foreign","E-comm",2810183.4,15107
"2020-11-19","Credit","Foreign","POS",4006196.43999998,70474
"2020-11-19","Debit","Domestic","All",95513827.3899999,2093588
"2020-11-19","Debit","Foreign","All",852026.41,15222
"2020-11-19","Mobile","all","all",4585688.43,110266
"2020-11-20","Credit","Domestic","E-comm",12529977.75,194163
"2020-11-20","Credit","Domestic","POS",53223178.32,814271
"2020-11-20","Credit","Foreign","E-comm",2255564.01,15841
"2020-11-20","Credit","Foreign","POS",4870810.91,80527
"2020-11-20","Debit","Domestic","All",126387978.82,2490172
"2020-11-20","Debit","Foreign","All",1088979.59,18357
"2020-11-20","Mobile","all","all",5011954.37,123629
"2020-11-21","Credit","Domestic","E-comm",9706811.81,177791
"2020-11-21","Credit","Domestic","POS",68508986.3399999,919064
"2020-11-21","Credit","Foreign","E-comm",1071136.48,14552
"2020-11-21","Credit","Foreign","POS",4647407.18,76323
"2020-11-21","Debit","Domestic","All",149708512.97,2612764
"2020-11-21","Debit","Foreign","All",1345603.02,20670
"2020-11-21","Mobile","all","all",4874951.99,110121
"2020-11-22","Credit","Domestic","E-comm",10407024.55,149634
"2020-11-22","Credit","Domestic","POS",9906794.68000001,207039
"2020-11-22","Credit","Foreign","E-comm",1046678.32,12351
"2020-11-22","Credit","Foreign","POS",1451110.19999999,27829
"2020-11-22","Debit","Domestic","All",18239847.32,569716
"2020-11-22","Debit","Foreign","All",255975.46,6463
"2020-11-22","Mobile","all","all",3078173.32,62983
"2020-11-23","Credit","Domestic","E-comm",16089014,197465
"2020-11-23","Credit","Domestic","POS",33972769.01,642265
"2020-11-23","Credit","Foreign","E-comm",2549196.56,17550
"2020-11-23","Credit","Foreign","POS",3470890.63,70952
"2020-11-23","Debit","Domestic","All",86089961.87,1999808
"2020-11-23","Debit","Foreign","All",732302.92,14901
"2020-11-23","Mobile","all","all",4668311.75,108662
"2020-11-24","Credit","Domestic","E-comm",16495377.9,194216
"2020-11-24","Credit","Domestic","POS",37931013.42,672970
"2020-11-24","Credit","Foreign","E-comm",2861000.77,15561
"2020-11-24","Credit","Foreign","POS",3745861,69174
"2020-11-24","Debit","Domestic","All",92474533.9199999,2042432
"2020-11-24","Debit","Foreign","All",757853.360000001,14864
"2020-11-24","Mobile","all","all",5508729.83,114143
"2020-11-25","Credit","Domestic","E-comm",18152670.73,207597
"2020-11-25","Credit","Domestic","POS",41768249.35,690294
"2020-11-25","Credit","Foreign","E-comm",2557107.16,16125
"2020-11-25","Credit","Foreign","POS",3891444.88000001,69822
"2020-11-25","Debit","Domestic","All",120009584.82,2362535
"2020-11-25","Debit","Foreign","All",877758.840000001,15755
"2020-11-25","Mobile","all","all",8345914.34,138630
"2020-11-26","Credit","Domestic","E-comm",21478821.65,225040
"2020-11-26","Credit","Domestic","POS",48921833.67,735675
"2020-11-26","Credit","Foreign","E-comm",2743732.43,17270
"2020-11-26","Credit","Foreign","POS",4266777.07,74015
"2020-11-26","Debit","Domestic","All",127551822.91,2445084
"2020-11-26","Debit","Foreign","All",973825.290000001,16490
"2020-11-26","Mobile","all","all",8930682.36,143403
"2020-11-27","Credit","Domestic","E-comm",56300898.02,361745
"2020-11-27","Credit","Domestic","POS",72806383.4100001,933344
"2020-11-27","Credit","Foreign","E-comm",3532467.81999999,21482
"2020-11-27","Credit","Foreign","POS",5686099.55000005,85883
"2020-11-27","Debit","Domestic","All",185747361.91,3072778
"2020-11-27","Debit","Foreign","All",1537417.23,21957
"2020-11-27","Mobile","all","all",14120239.17,187834
"2020-11-28","Credit","Domestic","E-comm",18965162.36,232901
"2020-11-28","Credit","Domestic","POS",79262498.6699999,958071
"2020-11-28","Credit","Foreign","E-comm",1564753.89,16577
"2020-11-28","Credit","Foreign","POS",5832643.67000003,80350
"2020-11-28","Debit","Domestic","All",194625403.81,3057273
"2020-11-28","Debit","Foreign","All",1666219.16,23069
"2020-11-28","Mobile","all","all",7487937.36,135549
"2020-11-29","Credit","Domestic","E-comm",18079408.65,182507
"2020-11-29","Credit","Domestic","POS",12890154.73,217478
"2020-11-29","Credit","Foreign","E-comm",1529094.13,14097
"2020-11-29","Credit","Foreign","POS",1602094.1,28339
"2020-11-29","Debit","Domestic","All",25519861.21,669245
"2020-11-29","Debit","Foreign","All",349714.69,7015
"2020-11-29","Mobile","all","all",5176724.67,81463
"2020-11-30","Credit","Domestic","E-comm",25886279.9,232750
"2020-11-30","Credit","Domestic","POS",40044456.05,691764
"2020-11-30","Credit","Foreign","E-comm",3531059.83,19327
"2020-11-30","Credit","Foreign","POS",4227906.68,74848
"2020-11-30","Debit","Domestic","All",113323363.92,2309658
"2020-11-30","Debit","Foreign","All",930466.500000001,16319
"2020-11-30","Mobile","all","all",7254618.18,134345
"2020-12-01","Credit","Domestic","E-comm",20995138.93,251640
"2020-12-01","Credit","Domestic","POS",38881495.0600001,661244
"2020-12-01","Credit","Foreign","E-comm",2954486.26999999,18303
"2020-12-01","Credit","Foreign","POS",4326945.04000001,71474
"2020-12-01","Debit","Domestic","All",107964577.48,2201503
"2020-12-01","Debit","Foreign","All",866796,15161
"2020-12-01","Mobile","all","all",6376444.13,133984
"2020-12-02","Credit","Domestic","E-comm",18363016.67,222632
"2020-12-02","Credit","Domestic","POS",43574933.3599999,712113
"2020-12-02","Credit","Foreign","E-comm",2918212.54,17283
"2020-12-02","Credit","Foreign","POS",4181752.7,74175
"2020-12-02","Debit","Domestic","All",115882550.43,2333132
"2020-12-02","Debit","Foreign","All",964318.22,16348
"2020-12-02","Mobile","all","all",6022599,126787
"2020-12-03","Credit","Domestic","E-comm",17265794.04,217453
"2020-12-03","Credit","Domestic","POS",46764708.02,746164
"2020-12-03","Credit","Foreign","E-comm",2983962.75999999,17613
"2020-12-03","Credit","Foreign","POS",4687126.38,78604
"2020-12-03","Debit","Domestic","All",120119189.31,2383807
"2020-12-03","Debit","Foreign","All",976314.569999999,16922
"2020-12-03","Mobile","all","all",6418332.41,134940
"2020-12-04","Credit","Domestic","E-comm",17177118.42,224506
"2020-12-04","Credit","Domestic","POS",56678728.7100001,832794
"2020-12-04","Credit","Foreign","E-comm",2490349.13,17996
"2020-12-04","Credit","Foreign","POS",5545842.08000004,80835
"2020-12-04","Debit","Domestic","All",145748573.82,2674586
"2020-12-04","Debit","Foreign","All",1187539.13,19005
"2020-12-04","Mobile","all","all",6929070.08,148990
"2020-12-05","Credit","Domestic","E-comm",13252653.51,197215
"2020-12-05","Credit","Domestic","POS",76261075.59,955235
"2020-12-05","Credit","Foreign","E-comm",1310935.14,15022
"2020-12-05","Credit","Foreign","POS",6001956.33000002,82123
"2020-12-05","Debit","Domestic","All",182269707.31,2926897
"2020-12-05","Debit","Foreign","All",1513702.65,22223
"2020-12-05","Mobile","all","all",6760129.41,131181
"2020-12-06","Credit","Domestic","E-comm",14813133.37,168742
"2020-12-06","Credit","Domestic","POS",11534588.97,202089
"2020-12-06","Credit","Foreign","E-comm",1412392.27,13664
"2020-12-06","Credit","Foreign","POS",1996203.76999999,29467
"2020-12-06","Debit","Domestic","All",22111798.22,605676
"2020-12-06","Debit","Foreign","All",327675.27,6596
"2020-12-06","Mobile","all","all",4542227.24,78878
"2020-12-07","Credit","Domestic","E-comm",20584307.77,250095
"2020-12-07","Credit","Domestic","POS",40517353.19,695974
"2020-12-07","Credit","Foreign","E-comm",3222022.26999999,19493
"2020-12-07","Credit","Foreign","POS",4931211.34,77587
"2020-12-07","Debit","Domestic","All",108195554.74,2247519
"2020-12-07","Debit","Foreign","All",1037165.97,17725
"2020-12-07","Mobile","all","all",7419891.32,141205
"2020-12-08","Credit","Domestic","E-comm",19297448.37,217628
"2020-12-08","Credit","Domestic","POS",42921254.2399999,682865
"2020-12-08","Credit","Foreign","E-comm",2792424.72,16866
"2020-12-08","Credit","Foreign","POS",4636575.80999999,72377
"2020-12-08","Debit","Domestic","All",101732513.95,2108486
"2020-12-08","Debit","Foreign","All",1396613.96,20615
"2020-12-08","Mobile","all","all",6746243.73,134347
"2020-12-09","Credit","Domestic","E-comm",19667295.71,235145
"2020-12-09","Credit","Domestic","POS",45022465.0400001,725915
"2020-12-09","Credit","Foreign","E-comm",3174050.86,18069
"2020-12-09","Credit","Foreign","POS",4773473.57999999,75961
"2020-12-09","Debit","Domestic","All",112247959.63,2266616
"2020-12-09","Debit","Foreign","All",907225.710000001,15957
"2020-12-09","Mobile","all","all",7150633.55,144366
"2020-12-10","Credit","Domestic","E-comm",18590536.41,237798
"2020-12-10","Credit","Domestic","POS",50243318.05,782004
"2020-12-10","Credit","Foreign","E-comm",2915996.24999999,18484
"2020-12-10","Credit","Foreign","POS",5582178.05000001,83272
"2020-12-10","Debit","Domestic","All",119643822.78,2357724
"2020-12-10","Debit","Foreign","All",976037.44,16906
"2020-12-10","Mobile","all","all",6958809.32,142416
"2020-12-11","Credit","Domestic","E-comm",17469878.47,233863
"2020-12-11","Credit","Domestic","POS",62887170.2499999,891987
"2020-12-11","Credit","Foreign","E-comm",2824760.42999999,19578
"2020-12-11","Credit","Foreign","POS",6015874.98000004,89905
"2020-12-11","Debit","Domestic","All",147271813.54,2679109
"2020-12-11","Debit","Foreign","All",1296624.17,20024
"2020-12-11","Mobile","all","all",6967699.23,149898
"2020-12-12","Credit","Domestic","E-comm",15415209.96,184849
"2020-12-12","Credit","Domestic","POS",69670566.1700001,865817
"2020-12-12","Credit","Foreign","E-comm",1528052.86,14358
"2020-12-12","Credit","Foreign","POS",5669894.25000003,76615
"2020-12-12","Debit","Domestic","All",157292182.86,2520262
"2020-12-12","Debit","Foreign","All",1348564.25,19140
"2020-12-12","Mobile","all","all",6494673.47,120392
"2020-12-13","Credit","Domestic","E-comm",16060442.92,166356
"2020-12-13","Credit","Domestic","POS",9089486.48999999,133594
"2020-12-13","Credit","Foreign","E-comm",1565217.17,13878
"2020-12-13","Credit","Foreign","POS",2222555.20999999,30152
"2020-12-13","Debit","Domestic","All",14704524.37,352763
"2020-12-13","Debit","Foreign","All",271077.17,4764
"2020-12-13","Mobile","all","all",4589904.24,72311
"2020-12-14","Credit","Domestic","E-comm",20101049.54,229499
"2020-12-14","Credit","Domestic","POS",45361264.4200001,754432
"2020-12-14","Credit","Foreign","E-comm",3337442.97,20175
"2020-12-14","Credit","Foreign","POS",5709274.00000004,86042
"2020-12-14","Debit","Domestic","All",112190572.78,2304228
"2020-12-14","Debit","Foreign","All",1111647.49,18211
"2020-12-14","Mobile","all","all",6476177.36,133490
"2020-12-15","Credit","Domestic","E-comm",19311949.82,221376
"2020-12-15","Credit","Domestic","POS",48661367.8,760641
"2020-12-15","Credit","Foreign","E-comm",3192975.33999999,19192
"2020-12-15","Credit","Foreign","POS",5741684.81,83381
"2020-12-15","Debit","Domestic","All",116346399.75,2276165
"2020-12-15","Debit","Foreign","All",1089669.78,17458
"2020-12-15","Mobile","all","all",6957933.51,136418
"2020-12-16","Credit","Domestic","E-comm",22539942.71,263271
"2020-12-16","Credit","Domestic","POS",54241966.95,819192
"2020-12-16","Credit","Foreign","E-comm",3181216.97999999,18430
"2020-12-16","Credit","Foreign","POS",6366598.16000004,88607
"2020-12-16","Debit","Domestic","All",129574447.47,2450285
"2020-12-16","Debit","Foreign","All",1170448.3,18858
"2020-12-16","Mobile","all","all",6876817.64,138136
"2020-12-17","Credit","Domestic","E-comm",19364971.85,238422
"2020-12-17","Credit","Domestic","POS",57845497.8699999,847121
"2020-12-17","Credit","Foreign","E-comm",3158969.44999999,18925
"2020-12-17","Credit","Foreign","POS",6683404.99000001,95313
"2020-12-17","Debit","Domestic","All",136148753.2,2518049
"2020-12-17","Debit","Foreign","All",1248935.63,19900
"2020-12-17","Mobile","all","all",6566373.15,135612
"2020-12-18","Credit","Domestic","E-comm",17233390.31,221346
"2020-12-18","Credit","Domestic","POS",69597837.0700001,942489
"2020-12-18","Credit","Foreign","E-comm",2784356.13999999,18782
"2020-12-18","Credit","Foreign","POS",7742946.22000005,102953
"2020-12-18","Debit","Domestic","All",171074041.5,2880788
"2020-12-18","Debit","Foreign","All",1565732.68,23066
"2020-12-18","Mobile","all","all",7872240.01999999,153823
"2020-12-19","Credit","Domestic","E-comm",13290206.71,186031
"2020-12-19","Credit","Domestic","POS",80679102.1,987035
"2020-12-19","Credit","Foreign","E-comm",1560963.4,14990
"2020-12-19","Credit","Foreign","POS",8464565.13000005,98541
"2020-12-19","Debit","Domestic","All",194923375.43,2963715
